Charge Code,,Charge Description,Fee Schedule,,,,,,,,,,,,,,,,,,,,,,,,
PI005269,*,PAROXETINE 2MG/ML PKG SUSP,$10.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005270,*,PENICILLIN V POT 50MG/ML PKG SUSP,$24.17,,,,,,,,,,,,,,,,,,,,,,,,
PI005271,*,PREDNISOLONE 3MG/ML PKG ORAL LIQ,$16.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005273,*,THEOPHYLLINE 5.3MG/ML PKG LIQUID,$1.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005274,*,GENTAMICIN 2MG/ML,$52.94,,,,,,,,,,,,,,,,,,,,,,,,
PI005277,*,IOHEXOL 350MG/ML 200ML,$0.35,,,,,,,,,,,,,,,,,,,,,,,,
PI005278,*,IODIXANOL 320MG/ML 150ML VIAL,$3.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005279,*,"TRANEXAMIC ACID 1,000MG/100ML NACL 0.9% (SN)",$101.86,,,,,,,,,,,,,,,,,,,,,,,,
PI005280,*,LURASIDONE 20 MG TAB,$77.05,,,,,,,,,,,,,,,,,,,,,,,,
PI005281,*,LURASIDONE 60 MG TAB,$78.75,,,,,,,,,,,,,,,,,,,,,,,,
PI005282,*,LURASIDONE 120 MG TAB,$88.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005283,*,DOLUTEGRAVIR 50 MG TAB,$249.79,,,,,,,,,,,,,,,,,,,,,,,,
PI005284,*,ACETAMINOPHEN-HYDROCODONE 325MG/7.5MG SOL,$87.93,,,,,,,,,,,,,,,,,,,,,,,,
PI005285,*,PHENYLEPHRINE INFUSION 10MG/250ML NACL 0.9% (SN),$73.12,,,,,,,,,,,,,,,,,,,,,,,,
PI005286,*,SODIUM BICARBONATE INFUSION 150MEQ/1000ML D5W  (SN),$97.33,,,,,,,,,,,,,,,,,,,,,,,,
PI005287,*,BIVALIVUDIN INFUSION 50MG/50ML NACL 0.9%  (SN),$9.43,,,,,,,,,,,,,,,,,,,,,,,,
PI005288,*,LEVOTHYROXINE INFUSION 200MCG/250ML NACL 0.9%  (SN),$117.05,,,,,,,,,,,,,,,,,,,,,,,,
PI005292,*,AMIODARONE 150 MG,$14.66,,,,,,,,,,,,,,,,,,,,,,,,
PI005297,*,METOPROLOL 12.5 MG TAB,$86.37,,,,,,,,,,,,,,,,,,,,,,,,
PI005298,*,TRAZODONE 25 MG TAB,$92.39,,,,,,,,,,,,,,,,,,,,,,,,
PI005299,*,BACLOFEN 5 MG TAB,$62.64,,,,,,,,,,,,,,,,,,,,,,,,
PI005300,*,QUETIAPINE 12.5 MG TAB,$87.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005301,*,SPIRONOLACTONE 12.5 MG TAB,$99.10,,,,,,,,,,,,,,,,,,,,,,,,
PI005302,*,GUANFACINE 0.5 MG TAB,$100.05,,,,,,,,,,,,,,,,,,,,,,,,
PI005304,*,THIAMINE 50 MG TAB                                      01,$60.05,,,,,,,,,,,,,,,,,,,,,,,,
PI005305,*,FAMOTIDINE 10 MG TAB,$59.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005307,*,METOPROLOL 12.5 MG XL TAB,$51.44,,,,,,,,,,,,,,,,,,,,,,,,
PI005308,*,ROPIVACAINE 0.5% (SN),$40.78,,,,,,,,,,,,,,,,,,,,,,,,
PI005309,*,IOHEXOL 300MG/ML ORAL LIQUID 15ML,$69.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005310,*,BOSENTAN 31.25 MG TAB,$259.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005311,*,BOSENTAN 15.6 MG TAB,$89.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005313,*,MENINGOCOCCAL OLIGO DIPHTH CONJ VAC (MENVEO) 0.5ML VIAL,$289.75,,,,,,,,,,,,,,,,,,,,,,,,
PI005314,*,PACLITAXEL PROTEIN-BOUND 100 MG VIAL,$23.97,,,,,,,,,,,,,,,,,,,,,,,,
PI005315,*,NOREPINEPHRINE BOLUS (SN),$7.81,,,,,,,,,,,,,,,,,,,,,,,,
PI005316,*,"FENTANYL INFUSION 5,000MCG/100ML 0.9% NACL (SN)",$2.35,,,,,,,,,,,,,,,,,,,,,,,,
PI005317,*,LIDOCAINE 2% PF (SN),$30.27,,,,,,,,,,,,,,,,,,,,,,,,
PI005320,*,MIDAZOLAM INFUSION 100MG/100ML 0.9% NACL (SN),$1.10,,,,,,,,,,,,,,,,,,,,,,,,
PI005321,*,MILRINONE INFUSION 40MG/200ML 0.9% NACL (SN),$54.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005322,*,NICARDIPINE INFUSION 20MG/200ML D5W (SN),$481.80,,,,,,,,,,,,,,,,,,,,,,,,
PI005323,*,NITROGLYCERIN INFUSION 250MG/100ML D5W (SN),$104.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005325,*,AZTREONAM 1 GRAM PREMIX,$233.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005326,*,AZREONAM 2 GRAM PREMIX,$266.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005327,*,CEFAZOLIN 2 GM PREMIX,$46.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005331,*,CLINDAMYCIN 300MG PREMIX,$69.31,,,,,,,,,,,,,,,,,,,,,,,,
PI005332,*,LEVETIRACETAM 500MG PREMIX,$1.51,,,,,,,,,,,,,,,,,,,,,,,,
PI005333,*,LEVETIRACETAM 1500MG PREMIX,$1.57,,,,,,,,,,,,,,,,,,,,,,,,
PI005334,*,NAFCILLIN 2000MG PREMIX,$86.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005335,*,PENICILLIN 1 MILLION UNITS PREMIX,$35.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005336,*,PENICILLIN 2 MILLION UNITS PREMIX,$19.73,,,,,,,,,,,,,,,,,,,,,,,,
PI005337,*,PIPERACILLIN/TAZO 4.5GM PREMIX,$57.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005338,*,VANCOMYCIN 750MG PREMIX,$36.73,,,,,,,,,,,,,,,,,,,,,,,,
PI005340,*,CLOBAZAM 2.5 MG/ML ORAL LIQ,$56.98,,,,,,,,,,,,,,,,,,,,,,,,
PI005341,*,ANTI-THYMOCYTE GLOBULIN(RABBIT)150 MG/0.9% NACL 250 ML (SN),"$1,735.42",,,,,,,,,,,,,,,,,,,,,,,,
PI005342,*,ANTI-THYMOCYTE GLOBULIN(RABBIT)125 MG/0.9% NACL 250 ML (SN),"$1,735.00",,,,,,,,,,,,,,,,,,,,,,,,
PI005343,*,BUPIVACAINE 0.5% (SN),$61.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005344,*,BUPIVACAINE PF 0.75% / DEXTROSE 2ML (SN),$34.09,,,,,,,,,,,,,,,,,,,,,,,,
PI005345,*,CHLOROPROCAINE 2% (SN),$78.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005346,*,CHLOROPROCAINE 3% (SN),$79.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005347,*,"LIDOCAINE 1.5% W/EPI 1:200,000 (SN)",$30.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005348,*,TETRACAINE 1% (SN),$62.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005349,*,TRYPAN BLUE 0.006% OPTHALMIC SOLUTION,$147.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005350,*,NELFINAVIR 650 MG TAB,$37.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005352,*,IOHEXOL 180 MG/ML 10ML,$51.36,,,,,,,,,,,,,,,,,,,,,,,,
PI005353,*,DIPH/TET/ACC PERTUS (INFANRIX) DTAP 0.5ML,$68.10,,,,,,,,,,,,,,,,,,,,,,,,
PI005354,*,LIDOCAINE VISCOUS 2% SOLN 15 ML,$58.41,,,,,,,,,,,,,,,,,,,,,,,,
PI005355,*,ASCORBIC ACID 250 MG TAB,$60.05,,,,,,,,,,,,,,,,,,,,,,,,
PI005356,*,CLONAZEPAM 0.25 MG ORAL DIS TAB,$73.45,,,,,,,,,,,,,,,,,,,,,,,,
PI005361,*,HYDROMORPHONE ORAL SOLN 1 MG/ML,$2.10,,,,,,,,,,,,,,,,,,,,,,,,
PI005362,*,AMIODARONE PREMIX 360 MG IN D5W 200ML,$6.48,,,,,,,,,,,,,,,,,,,,,,,,
PI005363,*,ARGATROBAN PREMIX 50 MG IN 50 ML,$23.19,,,,,,,,,,,,,,,,,,,,,,,,
PI005364,*,CLEVIDIPINE PREMIX 50 MG IN 100 ML,"$1,124.00",,,,,,,,,,,,,,,,,,,,,,,,
PI005365,*,DEXMEDETOMIDINE PREMIX 200 MCG IN NS 50 ML,$548.29,,,,,,,,,,,,,,,,,,,,,,,,
PI005366,*,DEXMEDETOMIDINE PREMIX 400 MCG IN NS 100 ML,$276.38,,,,,,,,,,,,,,,,,,,,,,,,
PI005368,*,DOBUTAMINE PREMIX 500 MG IN D5W 250 ML,$44.76,,,,,,,,,,,,,,,,,,,,,,,,
PI005369,*,DOBUTAMINE PREMIX 1000 MG IN D5W 250 ML,$17.39,,,,,,,,,,,,,,,,,,,,,,,,
PI005371,*,DOPAMINE PREMIX 400 MG IN D5W 250 ML,$6.46,,,,,,,,,,,,,,,,,,,,,,,,
PI005372,*,DOPAMINE PREMIX 800 MG IN D5W 250 ML,$3.44,,,,,,,,,,,,,,,,,,,,,,,,
PI005373,*,ESMOLOL PREMIX 2000 MG IN ISO-OSMOTIC 100 ML,"$1,184.65",,,,,,,,,,,,,,,,,,,,,,,,
PI005374,*,ESMOLOL PREMIX 2500 MG IN ISO-OSMOTIC 250 ML,"$1,166.15",,,,,,,,,,,,,,,,,,,,,,,,
PI005376,*,LIDOCAINE 2000 MG IN D5W 500 ML,$2.54,,,,,,,,,,,,,,,,,,,,,,,,
PI005377,*,MILRINONE PREMIX 20 MG IN D5W 100 ML,$4.43,,,,,,,,,,,,,,,,,,,,,,,,
PI005378,*,MILRINONE PREMIX 40 MG IN D5W 200 ML,$10.44,,,,,,,,,,,,,,,,,,,,,,,,
PI005379,*,NICARDIPINE PREMIX 40 MG IN NS 200 ML,"$1,160.45",,,,,,,,,,,,,,,,,,,,,,,,
PI005380,*,NICARDIPINE PREMIX 20 MG IN NS 200 ML,$257.94,,,,,,,,,,,,,,,,,,,,,,,,
PI005381,*,NITROGLYCERIN PREMIX 100 MG IN D5W 250 ML,$64.05,,,,,,,,,,,,,,,,,,,,,,,,
PI005382,*,NOREPINEPHRINE PREMIX 16 MG IN NS 250 ML,$469.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005383,*,POTASSIUM CHLORIDE PREMIX 20 MEQ IN 1/2 NS 1000ML,$11.22,,,,,,,,,,,,,,,,,,,,,,,,
PI005384,*,POTASSIUM CHLORIDE PREMIX 20 MEQ IN NS 1000ML,$9.93,,,,,,,,,,,,,,,,,,,,,,,,
PI005385,*,POTASSIUM CHLORIDE PREMIX 30 MEQ IN D5W-1/2NS 1000ML,$4.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005386,*,POTASSIUM CHLORIDE PREMIX 10 MEQ IN D5W-1/2NS 1000ML,$62.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005387,*,POTASSIUM CHLORIDE PREMIX 20 MEQ IN D5W-NS 1000ML,$77.89,,,,,,,,,,,,,,,,,,,,,,,,
PI005388,*,VALPROIC ACID 500 MG/ 10ML SYRUP,$53.64,,,,,,,,,,,,,,,,,,,,,,,,
PI005389,*,ALEMTUZUMAB 30MG / 1 ML INJ CHEMO,$142.19,,,,,,,,,,,,,,,,,,,,,,,,
PI005393,*,PANCRELIPASE (CREON 36) CAPSULE,$37.86,,,,,,,,,,,,,,,,,,,,,,,,
PI005398,*,TISSEEL FIBRIN SEALANT 2ML,$250.50,,,,,,,,,,,,,,,,,,,,,,,,
PI005423,*,OBINUTUZUMAB 1000 MG/ 40ML INJ,$122.99,,,,,,,,,,,,,,,,,,,,,,,,
PI005430,*,SODIUM CHLORIDE 17 MEQ / 4.25 ML ORAL LIQUID,$43.80,,,,,,,,,,,,,,,,,,,,,,,,
PI005431,*,SODIUM CHLORIDE 6 MEQ/1.5 ML ORAL LIQ,$58.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005433,*,"CHOLECALCIFEROL (VIT D3) 10,000 UNIT TAB",$16.77,,,,,,,,,,,,,,,,,,,,,,,,
PI005434,*,CHOLECALCIFEROL (VIT D3) 400 UNIT / ML ORAL LIQUID,$23.33,,,,,,,,,,,,,,,,,,,,,,,,
PI005435,*,LOVASTATIN 10 MG TAB                                01,$60.10,,,,,,,,,,,,,,,,,,,,,,,,
PI005436,*,ACETAMINOPHEN INJ 1000MG/100ML(OFIREMEV),$2.27,,,,,,,,,,,,,,,,,,,,,,,,
PI005437,*,PROTHROMBIN COMPLEX CONC (KCENTRA) 500 UNIT RANGE,$8.01,,,,,,,,,,,,,,,,,,,,,,,,
PI005463,*,CEFAZOLIN 1000 MG IN D5W 50 ML,$96.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005492,*,LIDOCAINE 1% BUFFERED 1 ML / INJ,$39.38,,,,,,,,,,,,,,,,,,,,,,,,
PI005496,*,METRONIDAZOLE INJ 5 MG / ML (ADULT NOT = 500MG),$100.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005497,*,MYCOPHENOLATE SUSP 500 MG / 2.5 ML,$109.76,,,,,,,,,,,,,,,,,,,,,,,,
PI005501,*,SODIUM PHOSPHATE 15 MMOL / 5ML ORAL LIQ,$39.71,,,,,,,,,,,,,,,,,,,,,,,,
PI005506,*,TREPROSTINIL 1 MG SR TAB,$423.27,,,,,,,,,,,,,,,,,,,,,,,,
PI005507,*,ADENOSINE 180 IN NS 100ML,$29.79,,,,,,,,,,,,,,,,,,,,,,,,
PI005512,*,VANCOMYCIN 1250MG IN 0.9% NACL 250ML,$89.22,,,,,,,,,,,,,,,,,,,,,,,,
PI005513,*,VANCOMYCIN 1500MG IN 0.9% NACL 500ML,$27.19,,,,,,,,,,,,,,,,,,,,,,,,
PI005514,*,POTASSIUM PHOSPHATE 15MM IN 0.9% NACL,$72.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005515,*,POTASSIUM PHOSPHATE 30MM IN 0.9% NACL 250ML,$62.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005518,*,TAB MEDICATION - NF,$51.99,,,,,,,,,,,,,,,,,,,,,,,,
PI005521,*,CAPSULE MEDICATION - NF,$251.95,,,,,,,,,,,,,,,,,,,,,,,,
PI005522,*,CAP-EC MEDICATION - NF,$0.02,,,,,,,,,,,,,,,,,,,,,,,,
PI005523,*,CAP-SR MEDICATION - NF,$0.02,,,,,,,,,,,,,,,,,,,,,,,,
PI005524,*,ENEMA MEDICATION - NF,$0.18,,,,,,,,,,,,,,,,,,,,,,,,
PI005526,*,GEL MEDICATION - NF,$112.78,,,,,,,,,,,,,,,,,,,,,,,,
PI005528,*,INHALER MEDICATION - NF,$67.01,,,,,,,,,,,,,,,,,,,,,,,,
PI005530,*,LIQUID MEDICATION - NF,$100.86,,,,,,,,,,,,,,,,,,,,,,,,
PI005533,*,NEB SOLUTION  MEDICATION - NF,$99.45,,,,,,,,,,,,,,,,,,,,,,,,
PI005534,*,OINT MEDICATION - NF,$109.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005536,*,OPHTH SOLN MEDICATION - NF,$220.35,,,,,,,,,,,,,,,,,,,,,,,,
PI005537,*,ORAL LIQUID MEDICATION - NF,$100.16,,,,,,,,,,,,,,,,,,,,,,,,
PI005538,*,PATCH MEDICATION - NF,$105.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005540,*,SOLUTION MEDICATION - NF,$150.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005542,*,SUPP MEDICATION - NF,$205.16,,,,,,,,,,,,,,,,,,,,,,,,
PI005543,*,SUSPENSION MEDICATION - NF,$105.96,,,,,,,,,,,,,,,,,,,,,,,,
PI005545,*,TAB-CHEW MEDICATION - NF,$89.49,,,,,,,,,,,,,,,,,,,,,,,,
PI005549,*,TAB-SR MEDICATION - NF,$100.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005551,*,MAGNESIUM SULFATE 50% 20ML VIAL,$103.35,,,,,,,,,,,,,,,,,,,,,,,,
PI005552,*,FUROSEMIDE UNDILUTED INFUSION 500MG/50ML (SN),$4.58,,,,,,,,,,,,,,,,,,,,,,,,
PI005554,*,METHYLPREDNISONE 1000MG/50ML D5W (SN),$10.69,,,,,,,,,,,,,,,,,,,,,,,,
PI005555,*,POT CHLORIDE PREMIX 20 MEQ IN D5W-1/2NS 1000 ML,$3.54,,,,,,,,,,,,,,,,,,,,,,,,
PI005556,*,CEFUROXIME 250MG TAB,$23.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005557,*,ERTEPENEM 1GM VIAL,$112.72,,,,,,,,,,,,,,,,,,,,,,,,
PI005558,*,DALFOPRISTIN 350MG/QUINUPRISTEN 150MG VIAL,"$1,244.25",,,,,,,,,,,,,,,,,,,,,,,,
PI005560,*,AMMONIUM LACTATE 5% TOP LOTION 240ML,$65.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005563,*,PANCRELIPASE (ZENPEP 25) EC CAP,$19.92,,,,,,,,,,,,,,,,,,,,,,,,
PI005575,*,DILTIAZEM ORAL LIQ 30 MG / 2.5 ML,$29.41,,,,,,,,,,,,,,,,,,,,,,,,
PI005576,*,SODIUM CHLORIDE 5% OPHTH SOLN 15 ML,$73.02,,,,,,,,,,,,,,,,,,,,,,,,
PI005577,*,CEFUROXIME 750 INJ,$38.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005578,*,POSACONAZLE 100MG TAB-EC,$372.94,,,,,,,,,,,,,,,,,,,,,,,,
PI005579,*,POSACONAZOLE 18MG/ML (16.7ML) INJ,"$2,528.40",,,,,,,,,,,,,,,,,,,,,,,,
PI005580,*,MERCAPTOPURINE 25 MG (1/2 OF 50MG) TAB,$84.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005581,*,SODIUM BENZOATE - SODIUM PHENYLACETATE 10% INJ,"$93,060.00",,,,,,,,,,,,,,,,,,,,,,,,
PI005582,*,AMPICILLIN 200MG/0.9% NACL 100ML (SN),$15.64,,,,,,,,,,,,,,,,,,,,,,,,
PI005583,*,AMPICILLIN 1000MG/0.9% NACl 50ML (SN),$31.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005584,*,BUPIVICAINE DILUTION 0.375% (SN),$15.21,,,,,,,,,,,,,,,,,,,,,,,,
PI005586,*,LIDOCAINE 1% PF (SN),$61.80,,,,,,,,,,,,,,,,,,,,,,,,
PI005587,*,"LIDOCAINE 2% W/EPI 1:200,000 (SN)",$35.40,,,,,,,,,,,,,,,,,,,,,,,,
PI005589,*,MINOCYCLINE 100MG VIAL,$4.88,,,,,,,,,,,,,,,,,,,,,,,,
PI005590,*,INFLUENZA VAC (HIGHT DOSE) PF 0.5ML (IIV3) INJ,$54.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005604,*,TADALAFIL 20 MG TAB,$287.48,,,,,,,,,,,,,,,,,,,,,,,,
PI005605,*,TREPEOSTINIL 2.5 MG TAB SR,"$1,117.00",,,,,,,,,,,,,,,,,,,,,,,,
PI005606,*,DEXMEDETOMIDINE 4MCG/ML PED INJ(RX DISP BOLUS),$13.27,,,,,,,,,,,,,,,,,,,,,,,,
PI005609,*,TRANEXAMIC ACID 2000MG/250ML NS (SN),"$2,428.04",,,,,,,,,,,,,,,,,,,,,,,,
PI005612,*,CERTIZINE 2.5MG/2.5ML SYRUP,$57.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005613,*,CHOLECALFIFEROL(VIT D3) 400UN / 1ML ORAL,$47.19,,,,,,,,,,,,,,,,,,,,,,,,
PI005614,*,LANSOPRAZOLE 5MG / 1.67ML SUSP,$25.61,,,,,,,,,,,,,,,,,,,,,,,,
PI005615,*,CULTURELLE KIDS PKT (LACTOBACILLUS GG),$60.60,,,,,,,,,,,,,,,,,,,,,,,,
PI005616,*,ROPIVACAINE 0.2% (SN),$29.48,,,,,,,,,,,,,,,,,,,,,,,,
PI005617,*,NALOXONE DILUTION 40 MCG/ML (SN),$74.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005618,*,BUPIVICAINE 0.25% (SN),$64.34,,,,,,,,,,,,,,,,,,,,,,,,
PI005619,*,LIDOCAINE 4% PF (SN),$15.68,,,,,,,,,,,,,,,,,,,,,,,,
PI005629,*,ENOXAPARIN PEDS 4MG (CUSTOM DOSE),$100.60,,,,,,,,,,,,,,,,,,,,,,,,
PI005631,*,ENOXAPARIN PEDS 5 MG (CUSTOM DOSE),$100.75,,,,,,,,,,,,,,,,,,,,,,,,
PI005632,*,ENOXAPARIN PEDS 5.5 MG (CUSTOM DOSE),$100.80,,,,,,,,,,,,,,,,,,,,,,,,
PI005633,*,ENOXAPARIN PEDS 6MG (CUSTOM DOSE),$100.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005634,*,ENOXAPARIN PEDS 6.5MG (CUSTOM DOSE),$100.95,,,,,,,,,,,,,,,,,,,,,,,,
PI005635,*,ENOXAPARIN PEDS 7MG (CUSTOM DOSE),$100.95,,,,,,,,,,,,,,,,,,,,,,,,
PI005637,*,ENOXAPARIN PEDS 8MG (COSTOM DOSE),$101.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005638,*,ENOXAPARIN PEDS 8.5 MG (CUSTOM DOSE),$101.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005639,*,ENOXAPARIN PEDS 9MG (CUSTOM DOSE),$101.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005640,*,ENOXAPARIN PEDS 9.5 MG (CUSTOM DOSE),$21.34,,,,,,,,,,,,,,,,,,,,,,,,
PI005642,*,ENOXAPARIN PEDS 11 MG (CUSTOM DOSE),$101.55,,,,,,,,,,,,,,,,,,,,,,,,
PI005644,*,ENOXAPARIN PEDS 13 MG (CUSTOM DOSE),$101.85,,,,,,,,,,,,,,,,,,,,,,,,
PI005646,*,ENOXAPARIN PEDS 15 MG (CUSTOM DOSE),$45.63,,,,,,,,,,,,,,,,,,,,,,,,
PI005648,*,ENOXAPARIN PEDS 17 MG (CUSTOM DOSE),$51.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005651,*,ENOXAPARIN PEDS 20 MG (CUSTOM DOSE),$51.43,,,,,,,,,,,,,,,,,,,,,,,,
PI005660,*,ENOXAPARIN PEDS 50MG (CUSTOM DOSE),$21.41,,,,,,,,,,,,,,,,,,,,,,,,
PI005666,*,VANCOMYCIN 50MG/ML PKG ORAL SOLUTION,$30.21,,,,,,,,,,,,,,,,,,,,,,,,
PI005667,*,RHO (D) IMM GLOB (RHOPHYLAC) 300MG (1500U) SYR,$19.12,,,,,,,,,,,,,,,,,,,,,,,,
PI005668,*,SODIUM PHOSPHATE 15MMOL / 250 ML D5W,"$1,155.00",,,,,,,,,,,,,,,,,,,,,,,,
PI005669,*,SODIUM PHOSPHATE 30MMOL / 250 ML D5W,"$1,155.00",,,,,,,,,,,,,,,,,,,,,,,,
PI005670,*,AMOX-CLAV (600-42.9MG/5ML) 120MG/ML PK SUSP,$14.53,,,,,,,,,,,,,,,,,,,,,,,,
PI005671,*,AMOX-CLAV (400-57MG/5ML)80MG/1ML PK LIQ,$10.21,,,,,,,,,,,,,,,,,,,,,,,,
PI005672,*,AMOX-CLAV (250-62.5MG/5ML) 25MG/1ML ADULT PK LIQ,$10.67,,,,,,,,,,,,,,,,,,,,,,,,
PI005673,*,AMOX-CLAV (200-28.5MG/5ML) 40MG/ML PK SUSP,$11.23,,,,,,,,,,,,,,,,,,,,,,,,
PI005675,*,VASOPRESSIN 1MG/ML DILUTION (SN),"$1,097.91",,,,,,,,,,,,,,,,,,,,,,,,
PI005677,*,SILDENAFIL 0.8 MG/ML PEDS INJ (MORE THAN 1MG),$243.65,,,,,,,,,,,,,,,,,,,,,,,,
PI005678,*,SILDENAFIL 0.4MG/ML PEDS INJ (LESS THAN 0.5-1MG),$41.32,,,,,,,,,,,,,,,,,,,,,,,,
PI005680,*,OLMESARTAN 40MG TAB,$65.50,,,,,,,,,,,,,,,,,,,,,,,,
PI005682,*,VANCOMYCIN ORAL SOL 500MG/10ML,$65.94,,,,,,,,,,,,,,,,,,,,,,,,
PI005683,*,MEPIVICAINE PF 1.5% (15MG/ML) (SN),$37.63,,,,,,,,,,,,,,,,,,,,,,,,
PI005684,*,MEPIVACAINE PF 2% (20MG/ML) (SN),$52.17,,,,,,,,,,,,,,,,,,,,,,,,
PI005685,*,LANOLIN TOPICAL CREAM 7GM,$68.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005686,*,CYCLOSPORINE CAP 25MG,$62.55,,,,,,,,,,,,,,,,,,,,,,,,
PI005688,*,ALPROSTADIL 20MCG SYR,$12.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005689,*,MERCAPTOPURINE SUSP 20MG/ML,$113.00,,,,,,,,,,,,,,,,,,,,,,,,
PI005690,*,SOLIFENACIN TAB 10MG,$33.34,,,,,,,,,,,,,,,,,,,,,,,,
PI005691,*,SOLIFENACIN TAB 5MG,$33.69,,,,,,,,,,,,,,,,,,,,,,,,
PI005695,*,AMBRISENTAN TAB 5MG,"$1,294.80",,,,,,,,,,,,,,,,,,,,,,,,
PI005696,*,SILDENAFIL 10MG/ML ORAL SUSP,$440.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005697,*,ONDANSETRON 2MG/2.5ML ORAL LIQU,$19.20,,,,,,,,,,,,,,,,,,,,,,,,
PI005700,*,LEVETIRACETAM TAB XR 750MG,$36.33,,,,,,,,,,,,,,,,,,,,,,,,
PI005701,*,ORTHO EVRA (35 MCG-150 MCG) PATCH,$235.30,,,,,,,,,,,,,,,,,,,,,,,,
PI005703,*,HYDROCHLOROTHIAZIDE TAB 12.5MG,$60.15,,,,,,,,,,,,,,,,,,,,,,,,
PI005704,*,FLUCONAZOLE TAB 150 MG,$53.24,,,,,,,,,,,,,,,,,,,,,,,,
PI005705,*,LEVOTHYROXINE 145 MCG TAB,$54.43,,,,,,,,,,,,,,,,,,,,,,,,
PI005706,*,METOPROLOL 6.25 MG TAB (1/4 OF 25MG TAB),$59.04,,,,,,,,,,,,,,,,,,,,,,,,
PI005708,*,RALTEGRAVIR TAB CHEW 100MG,$24.48,,,,,,,,,,,,,,,,,,,,,,,,
PI005710,*,OSELTAMIVIR CAP 30 MG,$32.25,,,,,,,,,,,,,,,,,,,,,,,,
PI005711,*,VEDOLIZUMAB 300MG INJ,$28.19,,,,,,,,,,,,,,,,,,,,,,,,
PI005714,*,ROPIVACAINE 0.2% (PF) 10ML SYRINGE (PLAIN TRAY),$11.78,,,,,,,,,,,,,,,,,,,,,,,,
PI005716,*,HYDROMORPHONE 0.2MG/ML 10ML SYRINGE (ANES),$105.55,,,,,,,,,,,,,,,,,,,,,,,,
PI005719,*,EPINEPHRINE 10 MCG/ML 10ML SYRINGE (ANES),$5.70,,,,,,,,,,,,,,,,,,,,,,,,
PI005720,*,NEOSTIGMINE 1 MG/ML 5ML SYRINGE (ANES),$6.87,,,,,,,,,,,,,,,,,,,,,,,,
PI005721,*,GLYCOPYRROLATE 0.2MG/ML 3ML SYRINGE (ANES),$68.78,,,,,,,,,,,,,,,,,,,,,,,,
PI005723,*,LIDOCAINE 2% (PF) 5ML SYRINGE (ANES),$6.13,,,,,,,,,,,,,,,,,,,,,,,,
PI005724,*,MIDAZOLAM 1MG/ML 2ML SYRINGE (ANES),$51.71,,,,,,,,,,,,,,,,,,,,,,,,
