"Report Date: January 3, 2019",,,
Hospital Name: Providence Kodiak Island Medical Center,,,
Chargemaster for CMS Pricing Transparency - Procedures,,,
"Hospital Charges include hospital services, pharmaceuticals and supply items necessary to treat patients.  ",,,
"This is a snapshot of the Chargemaster at a point in time, and is subject to change.",,,
These items are represented on separate tabs.,,,
Supply prices may vary based on manufacturer's cost to hospital. ,,,
"Drug prices may vary based on dosage, supplier's availability and cost to hospital.",,,
HOSPITAL SYSTEM CHARGE CODE,CHARGE DESCRIPTION,AVERAGE UNIT PRICE (INPATIENT),AVERAGE UNIT PRICE (OUTPATIENT)
Px00097510356,BIOPSY OF BREAST OPEN,"$1,638.00","$1,638.00"
Px00097510357,NIPPLE EXPLORATION,"$3,393.00","$3,393.00"
Px00097510360,EXCISION ADDL BREAST LESION EA ADD,"$1,911.00","$1,911.00"
Px00097510372,MAST RAD URBAN TYPE,"$8,805.00","$8,805.00"
Px00097510383,ASPIRATE/INJ GANGLION CYST,$337.00,$337.00
Px00097510392,EXC FACE LES SBQ 2+ CM,"$1,274.00","$1,274.00"
Px00097510402,BIOPSY OF NECK/CHEST,"$1,083.00","$1,083.00"
Px00097510403,EXC NECK LES SC 3+ CM,"$2,254.00","$2,254.00"
Px00097510404,EXC NECK TUM DEEP 5+ CM,"$3,922.00","$3,922.00"
Px00097510405,EXC NECK LES SC < 3 CM,"$1,673.00","$1,673.00"
Px00097510406,EXC NECK TUM DEEP < 5 CM,"$2,452.00","$2,452.00"
Px00097510409,BIOPSY SOFT TISSUE OF BACK DEEP,"$2,185.00","$2,185.00"
Px00097510410,EXC BACK LES SC < 3 CM,"$2,331.00","$2,331.00"
Px00097510411,EXC BACK LES SC 3+ CM,"$2,926.00","$2,926.00"
Px00097510412,EXC BACK TUM DEEP < 5 CM SUBQ,"$4,117.00","$4,117.00"
Px00097510429,EXC BACK TUM DEEP 5+ CM,"$2,563.00","$2,563.00"
Px00097510430,EXC ABD LES SC < 3 CM,"$1,862.00","$1,862.00"
Px00097510431,EXC ABD LES SC > 3 CM,"$2,146.00","$2,146.00"
Px00097510441,REPAIR ROTATOR CUFF ACUTE,"$9,144.00","$9,144.00"
Px00097510443,REPAIR OF SHOULDER,"$5,871.00","$5,871.00"
Px00097510445,TREAT HUMERUS FRACTURE OPEN,"$6,503.00","$6,503.00"
Px00097510446,EXPLORATORY ELBOW SURGERY,"$6,746.00","$6,746.00"
Px00097510450,EXC ARM/ELBOW LES SC < 3 CM,"$2,995.00","$2,995.00"
Px00097510451,EX ARM/ELBOW TUM DEEP < 5 CM,"$3,334.00","$3,334.00"
Px00097510452,DESTRUCTION OF SKIN LESIONS FACE M >4,$998.00,$998.00
Px00097510454,EXC FACE-MM B9+MARG > 4 CM,"$1,809.00","$1,809.00"
Px00097510457,EXC TR-EXT MLG+MARG 3.1-4 CM,"$1,593.00","$1,593.00"
Px00097510458,EXC TR-EXT MLG+MARG > 4 CM,"$1,463.00","$1,463.00"
Px00097510459,EXC H-F-NK-SP MLG+MARG 0.5 <,$673.00,$673.00
Px00097510461,REPAIR ROTATOR CUFF CHRONIC,"$10,002.00","$10,002.00"
Px00097510462,REMOVAL OF PILONIDAL LESION EXTEN,"$2,939.00","$2,939.00"
Px00098110229,DRAINAGE OF SKIN ABSCESS SIMPLE OR SINGLE,$548.00,$548.00
Px00098110231,DRAINAGE OF SKIN ABSCESS COMPLICATED OR MULTIPLE,"$1,204.00","$1,204.00"
Px00098110232,DRAINAGE OF PILONIDAL CYST SIMPLE,$652.00,$652.00
Px00098110233,DRAINAGE OF PILONIDAL CYST COMPLICATED,"$1,160.00","$1,160.00"
Px00098110234,REMOVE FOREIGN BODY SIMPLE,$517.00,$517.00
Px00098110235,REMOVE FOREIGN BODY COMPLICATED,"$1,183.00","$1,183.00"
Px00098110236,DRAINAGE OF HEMATOMA/FLUID,$641.00,$641.00
Px00098110238,PUNCTURE DRAINAGE OF LESION,$443.00,$443.00
Px00098110239,COMPLEX DRAINAGE WOUND,"$1,133.00","$1,133.00"
Px00098110240,DEBRIDE INFECTED SKIN,$251.00,$251.00
Px00098110242,DEB SUBQ TISSUE 20 SQ CM/<,"$1,358.00","$1,358.00"
Px00098110244,DEB BONE 20 SQ CM/<,"$1,566.00","$1,566.00"
Px00098110245,DEB SUBQ TISSUE ADD-ON,$117.00,$117.00
Px00098110247,DEB BONE ADD-ON,$599.00,$599.00
Px00098110249,EXC TR-EXT B9+MARG 0.6-1 CM,$623.00,$623.00
Px00098110250,DEBRIDE NAIL 1-5,$90.00,$90.00
Px00098110251,REMOVAL OF NAIL PLATE,$321.00,$321.00
Px00098110253,DRAIN BLOOD FROM UNDER NAIL,$149.00,$149.00
Px00098110254,REMOVAL OF NAIL BED,$879.00,$879.00
Px00098110256,REPAIR OF NAIL BED,$816.00,$816.00
Px00098110258,EXCISION OF NAIL FOLD TOE,$396.00,$396.00
Px00098110259,REPAIR SUPERFICIAL WOUND(S)< 2.5CM SLP NK AX EXGEN TRNK EXTR HND FT,$691.00,$691.00
Px00098110260,REPAIR SUPERFICIAL WOUND(S) 2.6 TO 7.5CM SLP NK AX EXGEN TRNK EXTR HND FT,$866.00,$866.00
Px00098110261,REPAIR SUPERFICIAL WOUND(S)7.6 TO 12.5CM SLP NK AX EXGEN TRNK EXTR HND FT,"$1,114.00","$1,114.00"
Px00098110262,REPAIR SUPERFICIAL WOUND(S)12.6 TO 20.0CM SLP NK AX EXGEN TRNK EXTR HND FT,"$1,649.00","$1,649.00"
Px00098110263,REPAIR SUPERFICIAL WOUND(S) 20.1-30.0CM SLP NK AX EXGEN TRNK EXTR HND FT,"$1,273.00","$1,273.00"
Px00098110264,REPAIR SUPERFICIAL WOUND(S) >30CM SLP NK AX EXGEN TRNK EXTR HND FT,"$1,527.00","$1,527.00"
Px00098110265,REPAIR SUPERFICIAL WOUND(S) <2.5 FACE ERS EYLD NSE LPS MUC,$866.00,$866.00
Px00098110266,REPAIR SUPERFICIAL WOUND(S) 2.6 TO 5.0CM FACE ERS EYLD NSE LPS MUC,"$1,045.00","$1,045.00"
Px00098110267,REPAIR SUPERFICIAL WOUND(S) 5.1 TO 7.5CM FACE ERS EYLD NSE LPS MUC,"$1,403.00","$1,403.00"
Px00098110268,REPAIR SUPERFICIAL WOUND(S) 7.6 TO 12.5CM FACE ERS EYLD NSE LPS MUC,"$1,218.00","$1,218.00"
Px00098110269,REPAIR SUPERFICIAL WOUND(S) 12.6 TO 20.0CM FACE ERS EYLD NSE LPS MUC,"$1,768.00","$1,768.00"
Px00098110270,REPAIR SUPERFICIAL WOUND(S) 20.1 TO 30.0CM FACE ERS EYLD NSE LPS MUC,"$2,212.00","$2,212.00"
Px00098110271,REPAIR SUPERFICIAL WOUND(S) > 30.0 CM FACE ERS EYLD NSE LPS MUC,"$2,653.00","$2,653.00"
Px00098110272,CLOSURE OF SPLIT WOUND SIMPLE CLOSURE,"$1,023.00","$1,023.00"
Px00098110273,CLOSURE OF SPLIT WOUND W/PACKNG,$801.00,$801.00
Px00098110274,INTMD WND REPAIR S/TR/EXT UP TO 2.5CM,$827.00,$827.00
Px00098110275,INTMD WND REPAIR S/TR/EXT 2.6 TO 7.5CM,"$1,108.00","$1,108.00"
Px00098110276,INTMD WND REPAIR S/TR/EXT 7.6 TO 12.5CM,"$1,416.00","$1,416.00"
Px00098110277,INTMD WND REPAIR S/TR/EXT 12.6 TO 20.0CM,"$1,505.00","$1,505.00"
Px00098110278,INTMD WND REPAIR S/TR/EXT 20.1 TO 30.0CM,"$1,827.00","$1,827.00"
Px00098110279,INTMD WND REPAIR S/TR/EXT > 30 CM.,"$2,190.00","$2,190.00"
Px00098110280,INTMD WND REPAIR N-HF/GENIT UP TO 2.5CM,$978.00,$978.00
Px00098110281,INTMD WND REPAIR N-HG/GENIT 2.6 TO 7.5CM,"$1,087.00","$1,087.00"
Px00098110282,INTMD WND REPAIR N-HG/GENIT 7.6 TO 12.5CM,"$1,282.00","$1,282.00"
Px00098110284,INTMD WND REPAIR N-HG/GENIT 12.6 TO 20.0CM,"$1,677.00","$1,677.00"
Px00098110285,INTMD WND REPAIR N-HG/GENIT 20.1-30.0CM,"$2,011.00","$2,011.00"
Px00098110286,INTMD WND REPAIR N-HG/GENIT >30.0CM,"$2,412.00","$2,412.00"
Px00098110287,INTMD WND REPAIR FACE/MM <2.5 CM,"$1,191.00","$1,191.00"
Px00098110288,INTMD WND REPAIR FACE/MM 2.6 TO 5.0CM,"$1,233.00","$1,233.00"
Px00098110289,INTMD WND REPAIR FACE/MM 5.1 TO 7.5CM,"$2,076.00","$2,076.00"
Px00098110290,INTMD WND REPAIR FACE/MM 7.5 TO 12.5CM,"$1,778.00","$1,778.00"
Px00098110291,INTMD WND REPAIR FACE/MM 12.6 TO 20.0CM,"$2,368.00","$2,368.00"
Px00098110293,INTMD WND REPAIR FACE/MM >30CM,"$3,314.00","$3,314.00"
Px00098110294,"REPAIR OF WOUND OR LESION 1.1 TO 2.5CM COMPLEX, TRUNK",$788.00,$788.00
Px00098110295,"REPAIR OF WOUND OR LESION 2.6 TO 7.5CM COMPLEX, TRUNK","$1,319.00","$1,319.00"
Px00098110296,"REPAIR WOUND/LESION ADD-ON EA ADD 5CM COMPLEX, TRUNK",$525.00,$525.00
Px00098110297,"REPAIR OF WOUND OR LESION 1.1 TO 2.5CM COMPLEX, SCLP ARM LEG","$1,163.00","$1,163.00"
Px00098110298,"REPAIR OF WOUND OR LESION 2.6 TO 7.5CM COMPLEX, SCLP ARM LEG","$2,261.00","$2,261.00"
Px00098110299,"REPAIR WOUND/LESION ADD-ON 5CM OR LESS COMPLEX, SCLP ARM LEG",$909.00,$909.00
Px00098110501,"REPAIR OF WOUND OR LESION 1.1 TO 2.5CM CMPLX, FRHD CKS SHN MTH NK AX GEN HND FT","$1,685.00","$1,685.00"
Px00098110502,"REPAIR OF WOUND OR LESION 2.6 TO 7.5CM CMPLX, FRHD CKS SHN MTH NK AX GEN HND FT","$3,275.00","$3,275.00"
Px00098110503,"REPAIR WOUND/LESION ADD-ON 5CM CMPLX, FRHD CKS SHN MTH NK AX GEN HND FT","$1,278.00","$1,278.00"
Px00098110505,REPAIR OF WOUND OR LESION 1.1 TO 2.5CM CMPLX EYLD NS ERS LIP,"$1,704.00","$1,704.00"
Px00098110506,REPAIR OF WOUND OR LESION 2.6 TO 7.5CM CMPLX EYLD NS ERS LIP,"$3,332.00","$3,332.00"
Px00098110507,REPAIR WOUND/LESION ADD-ON 5CM CMPLX EYLD NS ERS LIP,"$1,337.00","$1,337.00"
Px00098110509,INITIAL TREATMENT OF BURN(S) 1ST DEG LOCAL TX,$237.00,$237.00
Px00098110510,DRESS/DEBRID P-THICK BURN S <5% TBSA,$368.00,$368.00
Px00098110513,INCISION OF BURN SCAB INITI,"$2,156.00","$2,156.00"
Px00098110514,DRAINAGE OF BREAST LESION,$390.00,$390.00
Px00098110520,EXPLORE WOUND EXTREMITY,"$5,777.00","$5,777.00"
Px00098110521,"REMOVAL OF FOREIGN BODY MUSC, SIMP",$666.00,$666.00
Px00098110522,REMOVAL OF FOREIGN BODY COMPLEX,"$3,116.00","$3,116.00"
Px00098110523,INJ TENDON SHEATH/LIGAMENT,$476.00,$476.00
Px00098110525,INJ TRIGGER POINT 1/2 MUSCL,$501.00,$501.00
Px00098110526,INJECT TRIGGER POINTS =/> 3,$382.00,$382.00
Px00098110528,HC PR DRAIN/INJECT JOINT/BURSA SMALL W/O ULTRASOUND GUIDANCE,$394.00,$394.00
Px00098110529,HC PR DRAIN/INJECT JOINT/BURSA INTERM  W/O ULTRASOUND GUIDANCE,$437.00,$437.00
Px00098110530,HC PR DRAIN/INJECT JOINT/BURSA MAJOR JOINT W/O ULTRASOUND GUIDANCE,$530.00,$530.00
Px00098110531,DRAIN/INJECT JOINT/BURSA MAJOR,$530.00,$530.00
Px00098110533,TREATMENT OF NOSE FRACTURE W/O MANIPULATION,$754.00,$754.00
Px00098110534,TREATMENT OF NOSE FRACTURE W/O STABILIZATION,"$1,298.00","$1,298.00"
Px00098110535,TREATMENT OF NOSE FRACTURE W/ STABILIZATION,"$1,955.00","$1,955.00"
Px00098110540,TREAT LOWER JAW FRACTURE W/O MANIPULATION,"$2,482.00","$2,482.00"
Px00098110541,RESET DISLOCATED JAW UNCOMPLICATED,$754.00,$754.00
Px00098110545,HC PR FX STERNUM,$548.00,$548.00
Px00098110551,TREAT CLAVICLE FRACTURE W/O MANIP,"$1,139.00","$1,139.00"
Px00098110553,TREAT CLAVICLE FRACTURE W/MANIP,"$2,167.00","$2,167.00"
Px00098110555,TREAT CLAVICLE DISLOCATION W/O MANI,"$1,301.00","$1,301.00"
Px00098110557,TREAT CLAVICLE DISLOCATION W/MANIP,"$1,625.00","$1,625.00"
Px00098110558,TREAT CLAVICLE DISLOCATIONAC JT DISLO W/O MAN,"$1,301.00","$1,301.00"
Px00098110559,TREAT CLAVICLE DISLOCATION AC JT DISLO W/MAN,"$1,625.00","$1,625.00"
Px00098110561,TREAT SHOULDER BLADE FX W/O MANIP,"$1,355.00","$1,355.00"
Px00098110562,TREAT SHOULDER BLADE FX W/MANIP,"$2,274.00","$2,274.00"
Px00098110563,TREAT HUMERUS FRACTURE W/O MANIP,"$1,734.00","$1,734.00"
Px00098110564,TREAT HUMERUS FRACTURE W/MANIP,"$3,143.00","$3,143.00"
Px00098110566,TREAT HUMERUS FRACTURE TUBEROSITY W/O MAN,"$1,517.00","$1,517.00"
Px00098110568,TREAT HUMERUS FRACTURE TUBEROSITY W/MAN,"$2,274.00","$2,274.00"
Px00098110570,TREAT SHOULDER DISLOCATION W/MANIP,"$1,811.00","$1,811.00"
Px00098110572,TREAT SHOULDER DISLOCATION W/MANIP & ANNES,"$2,239.00","$2,239.00"
Px00098110574,HC PR 23665 TREAT DISLOCATION/FRACTURE WITH MANIPULATION,"$2,566.00","$2,566.00"
Px00098110577,DRAINAGE OF ARM LESION,"$1,923.00","$1,923.00"
Px00098110578,DRAINAGE OF ARM BURSA,"$1,923.00","$1,923.00"
Px00098110579,INTMD WND REPAIR FACE/MM 20.1 TO 30.0CM,"$2,763.00","$2,763.00"
Px00098110581,REMOVE NAIL PLATE ADD-ON,$161.00,$161.00
Px00098110584,REMOVAL OF ARM FOREIGN BODY,$579.00,$579.00
Px00098110616,HC PR Intmd wnd repair face/up to 2.5cm,"$1,265.00","$1,265.00"
Px00098310345,SHAVE SKIN LESION 0.5 CM OR LESS SCLP NK HND FT GEN,$281.00,$281.00
Px00098310347,SHAVE SKIN LESION 0.6 TO 1.0 CM SCLP NK HND FT GEN,$339.00,$339.00
Px00098310349,REMOVAL SWEAT GLAND LESION,"$1,742.00","$1,742.00"
Px00098310351,REMOVAL OF CONTRACEPTIVE CAP,$421.00,$421.00
Px00098310353,CHEMICAL CAUTERY TISSUE,$252.00,$252.00
Px00098310358,HC PR Repair rotator cuff chronic ASSIST,"$9,346.00","$9,346.00"
Px00036011002,HC HIP ARTHROGRAM PROC,"$1,583.00","$1,583.00"
Px00036011005,HC INJECT SACROILIAC JOINT,"$1,613.00","$1,613.00"
Px00036112004,HC INJECTION FOR WRIST ARTHROGRAPHY,$392.00,$392.00
Px00045010239,HC Amputate finger/thumb single w/direct closure,$945.00,$945.00
Px00045010250,HC Amputate finger/thumb single w/local adv flaps,$945.00,$945.00
Px00045010255,HC  CLOSED TREATMENT COCCYGEAL FRACTURE,$224.00,$224.00
Px00045010257,HC TX THIGH FRACTURE PROX END NECK W/O MANIP,$224.00,$224.00
Px00045010259,HC CLOSED TX GREATER TROCHANTERIC FRACTURE W/O MANIP,$543.00,$543.00
Px00045010263,HC Closed Tx hip dislocation w/o anesth,$676.00,$676.00
Px00045010264,HC Closed Tx hip dislocation w/o anesth Bil,$446.00,$446.00
Px00045010267,HC Closed Tx hip dislocation w/anesth,"$1,806.00","$1,806.00"
Px00045010269,HC Tx spontaneous hip dislocation by abduction w/o anesth w/o manip,$224.00,$224.00
Px00045010271,HC Tx post hip arthroplasty dislocation w/o anesth,$319.00,$319.00
Px00045010275,HC Tx post hip arthroplasty dislocation w/anesth,"$2,836.00","$2,836.00"
Px00045010276,HC Remove hip /pelvisforeign body,$543.00,$543.00
Px00045010705,HC Treat humerus fx w/o manip,$224.00,$224.00
Px00045010709,HC Treat humerus Fx w/manip,$224.00,$224.00
Px00045010713,HC Treat humerus fracture,$224.00,$224.00
Px00045010717,HC Treat humerus fracture w/manipulation,$543.00,$543.00
Px00045010719,HC Treat humerus fracture w/manipulation Bil,"$1,086.00","$1,086.00"
Px00045010722,HC Treat humerus Epicond fracture,$224.00,$224.00
Px00045010726,HC Treat humerus Epicond fracture w/manipulation,$224.00,$224.00
Px00045010730,HC Treat humerus Condylar fracture,$224.00,$224.00
Px00045010731,HC Treat humerus Condylar fracture Bil,$224.00,$224.00
Px00045010734,HC Treat humerus Condylar fracture w/manipulation,$224.00,$224.00
Px00045010736,HC Treat humerus Condylar fracture w/manip Bil,$224.00,$224.00
Px00045010738,HC TREAT ELBOW DISLOCATION W/O ANESTH,$648.00,$648.00
Px00045010741,HC Treat elbow dislocation w/anesth,"$2,522.00","$2,522.00"
Px00045010749,HC Closed Treat of Radial Head Subluxation w/manip,$224.00,$224.00
Px00045010752,HC Treat radius fracture,$224.00,$224.00
Px00045010756,HC Closed Tx radius hd fracture,$543.00,$543.00
Px00045010758,HC Closed Tx radius hd fracture Bil,"$1,086.00","$1,086.00"
Px00045010760,HC treat ulnar fracture,$224.00,$224.00
Px00045010764,HC Treat ulnar fracture w/manipulation,$224.00,$224.00
Px00045010769,HC Remove forearm foreign body - Wrist/Forearm,"$1,380.00","$1,380.00"
Px00045010770,HC RPR TDN/MUSC FLXR F/ARM&/WRST PRIM 1 EA TDN/MU,"$1,380.00","$1,380.00"
Px00045010774,HC Repair forearm tendon/muscle single ea tendon,"$1,380.00","$1,380.00"
Px00045010778,HC Treat fracture of radius w/o manipulation,$224.00,$224.00
Px00045010782,HC Treat fracture of radius w/manipulation,$543.00,$543.00
Px00045010784,HC Treat fracture of radius w/manipulation Bil,"$1,086.00","$1,086.00"
Px00045010790,HC Treat fracture of ulna,$224.00,$224.00
Px00045010794,HC Treatment of fracture of ulna w/manipulation,$224.00,$224.00
Px00045010798,HC Treat fracture of radius and ulna w/o manip,$224.00,$224.00
Px00045010801,HC Treat fracture radius & ulna w/manipulation,$543.00,$543.00
Px00045010804,HC TREAT DISTAL RADIAL FRACTURE RADIUS/ULNA W/O MANIP,$266.00,$266.00
Px00045010808,HC Treat distal radial fracture radius/ulna w/manip,$543.00,$543.00
Px00045010812,HC Treat wrist bone fracture,$224.00,$224.00
Px00045010816,HC Treat wrist bone fracture w/manipulation,$543.00,$543.00
Px00045010820,HC Treat Carpal Bone fracture w/o manip each bone,$224.00,$224.00
Px00045010828,HC Treat Ulnar Styloid fracture,$224.00,$224.00
Px00045010832,HC Treat wrist dislocation w/manipulation,$224.00,$224.00
Px00045010836,HC Treat Distal radioulnar dislocation w/manip,$224.00,$224.00
Px00045010843,HC Treat lunate dislocation w/manipulation,$945.00,$945.00
Px00045010851,HC Closed Tx finger dislocation w/o anesth,$648.00,$648.00
Px00045010852,HC Closed Tx finger dislocation w/anesth,$905.00,$905.00
Px00045010859,HC DRAINAGE OF FINGER ABCESS COMP,$945.00,$945.00
Px00045010900,HC Treat metacarpal fracture single w/o manip,$224.00,$224.00
Px00045010904,HC Treat metacarpal fracture single w/manipulation,$224.00,$224.00
Px00045010909,HC Treat carpometacarpal dislocati,$224.00,$224.00
Px00045010915,HC Tx carpometacarpal fracture/dislocation w/manip,$543.00,$543.00
Px00045010921,HC CLTX CARPO/METACARPL DISLO OTHER THAN THMB MANJ EA W/O ANES,$224.00,$224.00
Px00045010926,HC Treat knuckle dislocation w/o anesth,$224.00,$224.00
Px00045010929,HC Closed Tx phalangeal shaft fracture finger or thumb w/o manip ea,$224.00,$224.00
Px00045010943,HC Closed Tx phalangeal shaft fracture finger or thumb w/manip ea,$224.00,$224.00
Px00045010963,HC Closed Tx articular fracture w/o manip,$224.00,$224.00
Px00045010974,HC Closed Tx articular fracture w/manip,$224.00,$224.00
Px00045010986,HC Closed Tx distal phalangeal fracture finger/thumb w/o manip ea -Tuft Fx,$224.00,$224.00
Px00045010996,HC Closed Tx distal phalang fx finger/thumb w/manip Tuft Fx,$224.00,$224.00
Px00096910549,DRAINAGE OF FOREARM LESION,"$1,940.00","$1,940.00"
Px00096910703,REPAIR ELBOW W/DEB OPEN,"$3,944.00","$3,944.00"
Px00096910705,INCISION OF TENDON SHEATH,"$3,359.00","$3,359.00"
Px00096910713,TREAT FRACTURE OF RADIUS,"$3,841.00","$3,841.00"
Px00096910718,PERCUTANEOUS FIXATION OF DISTAL RADIAL FRACTURE,"$5,152.00","$5,152.00"
Px00096910719,TREAT FX RAD EXTRA-ARTICUL,"$4,226.00","$4,226.00"
Px00096910720,TREAT FX RAD INTRA-ARTICUL,"$6,002.00","$6,002.00"
Px00096910722,INCISE FINGER TENDON SHEATH,"$3,908.00","$3,908.00"
Px00096910723,ARTHROTOMY W/EXPLORE/TREAT HAND JOINT,"$3,620.00","$3,620.00"
Px00096910726,EXC HAND LES SC < 1.5 CM,"$3,066.00","$3,066.00"
Px00096910727,EXC HAND TUM DEEP < 1.5 CM,"$3,657.00","$3,657.00"
Px00096910728,RELEASE PALM CONTRACTURE ONLY,"$5,834.00","$5,834.00"
Px00096910729,RELEASE PALM CONTRACTURE PARTIAL,"$7,630.00","$7,630.00"
Px00096910731,REMOVE TENDON SHEATH LESION,"$3,523.00","$3,523.00"
Px00096910732,REMOVAL OF FINGER LESION,"$2,945.00","$2,945.00"
Px00096910734,REPAIR COLLATERAL LIGAMENT METACAROPOPJ=HALANGEAL OR INTERPHAL.JOINT,"$5,355.00","$5,355.00"
Px00096910735,TREAT METACARPAL FRACTURE W/INTERNAL FIXATION,"$5,294.00","$5,294.00"
Px00096910736,TX THUMB FRACTURE W/PERCUTANEUS FIXATION W/MANIP,"$3,640.00","$3,640.00"
Px00096910738,TX FINGER FRACTURE W/PERC FIXATION W/MANIP EACH,"$3,378.00","$3,378.00"
Px00096910739,OPEN TX PHALANGEAL SHAFT FRACTURE FINGER/THUMB W/O MANIP,"$4,815.00","$4,815.00"
Px00096910740,OPEN TX ARTICULARE FRACTURE,"$5,079.00","$5,079.00"
Px00096910750,PERC FIXATION THIGH FRACTURE,"$13,379.00","$13,379.00"
Px00096910751,TX FEMORAL FRACTURE W/PLATE/SCREW TYPE IMPLANT,"$11,138.00","$11,138.00"
Px00096910752,TX FEMORAL FRACTURE W/INTRAMEDULARY TYPE IMPLANT,"$8,762.00","$8,762.00"
Px00096910755,OPEN TX THIGH FRACTURE W/O MANIP,"$8,382.00","$8,382.00"
Px00096910757,REPAIR ELBOW DEB/ATTCH OPEN,"$4,506.00","$4,506.00"
Px00096910758,TREAT FX RADIAL 3+ FRAG,"$5,933.00","$5,933.00"
Px00097510902,TREAT HUMERUS FRACTURE W/IMPLANT,"$7,314.00","$7,314.00"
Px00097510903,PERCUTANEOUS FIXATION HUMERAL,"$7,064.00","$7,064.00"
Px00097510904,HUM CNDYLAR FX OPEN TX W/O EXT,"$6,340.00","$6,340.00"
Px00097510907,TREAT ULNAR FRACTURE - TRT FX,"$4,986.00","$4,986.00"
Px00097510908,EXC FOREARM LES SC < 3 CM,"$2,569.00","$2,569.00"
Px00097510910,REMOVE WRST TEND LESION,"$2,671.00","$2,671.00"
Px00097510913,TREAT FRACTURE RADIAL AND ULNA SHAFT FRACTURE W/FIXATION,"$5,517.00","$5,517.00"
Px00097510917,OPEN TREAT FRACTURE ULNAR STYLOID,"$3,645.00","$3,645.00"
Px00097510926,PERCUTANEUS FIXATION TREAT METACARPAL FRACTURE,"$3,638.00","$3,638.00"
Px00097510930,DRAINAGE OF PELVIS LESION,"$4,224.00","$4,224.00"
Px00097510934,TREAT WRIST BONE FRACTURE W/FIXATION,"$4,203.00","$4,203.00"
Px00097510935,TREAT FRACTURE OF ULNA SHAFT,"$4,037.00","$4,037.00"
Px00097510936,REMOVE WRIST TENDON LESION - GANGLION,"$3,474.00","$3,474.00"
Px00097510938,PIN FINGER FRACTURE EACH,"$2,533.00","$2,533.00"
Px00097510939,REMOVE WRIST/FOREARM LESION,"$4,973.00","$4,973.00"
Px00098110621,REMOVE FOREARM FOREIGN BODY -FOREARM WRST,"$2,563.00","$2,563.00"
Px00098110701,TREAT HUMERUS FX W/O MANIP,"$1,876.00","$1,876.00"
Px00098110703,HC PR TREAT HUMERUS FX W/MANIP,"$3,540.00","$3,540.00"
Px00098110704,TREAT HUMERUS FRACTURE,"$1,876.00","$1,876.00"
Px00098110706,TREAT HUMERUS FRACTURE W/MANIPULATION,"$3,651.00","$3,651.00"
Px00098110707,TREAT HUMERUS EPICOND FRACTURE,"$1,827.00","$1,827.00"
Px00098110709,TREAT HUMERUS CONDYLAR FRACTURE,"$1,512.00","$1,512.00"
Px00098110711,TREAT HUMERUS CONDYLAR FRACTURE W/MANIP,"$3,651.00","$3,651.00"
Px00098110713,TREAT ELBOW DISLOCATION W/O ANESTH,"$1,670.00","$1,670.00"
Px00098110714,TREAT ELBOW DISLOCATION W/ANESTH,"$2,892.00","$2,892.00"
Px00098110716,CLOSED TREAT OF RADIAL HEAD SUBLUXATION W/MANIP,$679.00,$679.00
Px00098110718,TREAT RADIUS FRACTURE,"$1,434.00","$1,434.00"
Px00098110720,CLOSED TX RADIUS HD FRACTURE,"$2,138.00","$2,138.00"
Px00098110722,TREAT ULNAR FRACTURE,"$1,776.00","$1,776.00"
Px00098110724,TREAT ULNAR FRACTURE W/MANIPULATION,"$2,918.00","$2,918.00"
Px00098110726,HC PR 25260 REPAIR FOREARM TENDON/MUSCLE,"$4,306.00","$4,306.00"
Px00098110728,REPAIR FOREARM TENDON/MUSCLE SINGLE EA TENDON,"$3,590.00","$3,590.00"
Px00098110730,TREAT FRACTUE OF RADIUS W/O MANIPULATION,"$1,452.00","$1,452.00"
Px00098110732,TREAT FRACTURE OF RADIUS W/MANIPULATION,"$2,814.00","$2,814.00"
Px00098110734,TREAT FRACTURE OF ULNA,"$1,452.00","$1,452.00"
Px00098110736,TREATMENT OF FRACTURE OF ULNA W/MANIPULATION,"$2,639.00","$2,639.00"
Px00098110738,TREAT FRACTURE OF RADIUS AND ULNA W/O MANIP,"$1,583.00","$1,583.00"
Px00098110740,TREAT FRACTURE RADIUS & ULNA W/MANIPULATION,"$4,352.00","$4,352.00"
Px00098110742,TREAT DISTAL RADIAL FRACTURE RADIUS/UNA W/O MANIP,"$1,671.00","$1,671.00"
Px00098110744,TREAT DISTAL RADIAL FRACTURE RADIUS/ULNA W/MANIP,"$2,840.00","$2,840.00"
Px00098110746,TREAT WRIST BONE FRACTURE,"$1,759.00","$1,759.00"
Px00098110748,TREAT WRIST BONE FRACTURE W/MANIPULATION,"$2,461.00","$2,461.00"
Px00098110750,TREAT CARPAL BONE FRACTURE W/O MANIP EACH BONE,"$1,581.00","$1,581.00"
Px00098110754,TREAT ULNAR STYLOID FRACTURE,"$1,846.00","$1,846.00"
Px00098110756,TREAT WRIST DISLOCATION W/MANIPULATION,"$1,936.00","$1,936.00"
Px00098110757,TREAT DISTAL RADIOULNAR DISLOCATION W/MANIP,"$2,287.00","$2,287.00"
Px00098110761,DRAINAGE OF FINGER ABSCESS - SMPL,$665.00,$665.00
Px00098110762,DRAINAGE OF FINGER ABSCESS COMP,"$2,058.00","$2,058.00"
Px00098110763,REPAIR FINGER/HAND TENDON,"$8,866.00","$8,866.00"
Px00098110765,REPAIR EXTENSOR TENDON HAND W/OGRAFT,"$3,956.00","$3,956.00"
