Kaweah Delta Health Care District,,
CDM Listing as of June 2018,,
,,
,,
ITEM NUMBER,DESCRIPTION, UNIT PRICE 
5211006,11100 Biopsy Of Skin Lesion, $106.58 
5211011,"11305 Shave S,N,H <0.5 Cm", $81.00 
5211016,11422 Exc H-F-Nk-Sp B9 Marg 1.1-2, $294.25 
5211019,11750 Removal Of Nail Bed, $244.77 
5211020,11900 Injection Into Skin Lesions, $66.28 
5211021,11901 Added Skin Lesions Injection, $103.08 
5211026,12001 Srep S/N/A/G/Tr/E 2.5 Pro, $92.71 
5211030,"17004 Destroy Lesions, 15 Or More", $212.45 
5211031,"17110 Destruction Of Lesion - Cryo, 1-14", $151.34 
5211032,17261 Destruction Of Skin Lesions T/A/L Lesion Dia 0.6-1.0, $192.00 
5211034,17271 Destruction Of Skin Lesions S/N/H/F/G Dia 0.6-1.0, $231.20 
5211035,17272 Destruction Of Skin Lesions S/N/H/F/G Dia 1.1-2.0, $267.12 
5211036,17280 Destruction Of Skin Lesions F/E/E/N/L/MM Dia 0.5, $190.44 
5211037,17281 Destruction Of Skin Lesions F/E/E/N/L/MM Dia 0.6-1.0, $261.14 
5211038,17282 Destruction Of Skin Lesions F/E/E/N/L/MM Dia 1.1-2.0, $300.54 
5211039,"20526 Ther Injection, Carp Tunnel", $121.25 
5211040,20550 Inj Tendon Sheath/Ligament, $86.25 
5211041,"20552 Inject Trigger Point, 1 Or 2", $81.25 
5211043,"20605 Drain/Inject, Joint/Bursa", $78.66 
5211045,28190 Removal Of Foot Foreign Body, $285.00 
5211048,29435 Apply Short Leg Cast, $175.00 
5211050,30300 Foreign Body-Nose, $222.58 
5211052,36589 Removal Tunneled Cv Cath, $285.15 
5211053,40490 Biopsy Of Lip, $152.15 
5211055,Cpsp Psychsoc Postpartum, $15.00 
5211055,"54056 Cryosurgery, Penis Lesion(S)", $235.80 
5211056,56405 I & D Of Vulva/Perineum, $230.45 
5211058,57160 Insert Pessary/Other Device, $95.70 
5211062,57456 Endocerv Curettage W/Scope, $210.15 
5211071,65205 Remove Foreign Body From Eye, $115.00 
5211092,91065 Breath Hydro Test, $-   
5211094,12 Lead Ekg; Tracing Only, $172.50 
5211098,"95974 Cranial Neurostim, Complex", $340.00 
5211100,97597 Active Wound Care/20 Cm Or <, $-   
5211102,G0101 Cerv/Vag Cancr Scrpelv&Cln Brst Ex, $-   
5211104,Q0111 Wet Mounts W/Prep Vag Cerv/Skn Spec, $-   
5211108,Initial Antepartum Visit Z1032, $266.75 
5211109,Antepartum Visit Follow-Up Z1034, $126.75 
5211110,Cpsp 10Th Antepartum Z1036, $178.50 
5211111,Postpartum Follow-Up Z1038, $126.75 
5211112,Cpsp Nutrition Init Asses Z6200, $28.50 
5211113,Cpsp Nutrition F/U Z6204, $15.00 
5211114,Cpsp Nutrition Postpartum Z6208, $15.00 
5211115,Cpsp Psychsoc Init Assess 30 Min Z6300, $28.50 
5211116,Psychsoc F/U Z6304, $15.00 
5211117,Cpsp F/U Postpartum Z6308, $15.00 
5211118,Cpsp Hlth Ed Orient Z6400, $15.00 
5211119,Cpsp Hlth Ed Init Assess Z6402, $28.49 
5211120,Cpsp Hl Ed Int Ea Sub Z6404, $14.90 
5211121,Cpsp Hlth Educ Postpartum Z6414, $15.00 
5211123,Inadequate Specimen/Procedure Not Completed, $-   
5211124,Hospital Admit, $-   
5211125,Courtesy Visit, $-   
5211126,Health Education, $-   
5211127,Left Without Being Seen, $-   
5211128,17260 Destruction of Skin Legions T/A/L; 0.0 - 0.5cm, $146.54 
5211129,Requested Vaccine Not In Stock, $-   
5211135,11721 Debride Nail 6 Or + Pro, $38.75 
5211137,94640 Inhalation Treatment, $89.00 
5211139,99173 Visual Acuity Screen, $15.00 
5214000,0509F Urine Incon Plan Doc'D, $0.01 
5214001,"1001F Tobacco Use, Non-Smoking", $0.01 
5214002,1006F Osteoarthritis Assess, $0.01 
5214003,1036F Tobacco Non-User, $0.01 
5214004,1038F Persistent Asthma, $0.01 
5214005,Active Wound Care/20 Cm Or <, $177.50 
5214006,1101F Pt Falls Assess-Doc'D Le1/Yr, $0.01 
5214007,1111F Dschrg Med/Current Med Merge, $0.01 
5214008,1123F Acp Discuss/Dscn Mkr Docd, $0.01 
5214009,1124F Acp Discuss-No Dscnmkr Docd, $0.01 
5214011,"2000F Blood Pressure, Measured", $0.01 
5214012,2016F Asthma Risk Assessed, $0.01 
5214013,3014F Screen Mammo Doc Rev, $0.01 
5214014,3016F Pt Scrnd Unhlthy Oh Use, $0.01 
5214015,3017F Colorectal Ca Screen Doc Rev, $0.01 
5214016,3023F Spirom Doc Rev, $0.01 
5214017,3044F Hg A1C Level Lt 7.0%, $0.01 
5214020,3048F Ldl-C <100 Mg/Dl, $-   
5214021,3049F Ldl-C 100-129 Mg/Dl, $0.01 
5214022,3050F Ldl-C = 130 Mg/Dl, $0.01 
5214023,3061F Neg Microalbuminuria Rev, $0.01 
5214024,3155F Cytogen Test Marrow B/4 Tx, $0.01 
5214025,3218F Rna Tstng Hep C Docd-Done, $0.01 
5214026,3266F Hepc Gn Tstng Docd B/4Txmnt, $0.01 
5214027,3288F Fall Risk Assessment Docd, $0.01 
5214028,3315F Er+ Or Pr+ Breast Cancer, $0.01 
5214029,4004F Pt Tobacco Use Done Rcvd Tlk, $0.01 
5214030,4005F Pharm Thx For Op Rx'D, $0.01 
5214031,4025F Inhaled Bronchodilator Rx, $0.01 
5214032,4040F Pneumoc Imm Order/Admin, $0.01 
5214033,4045F Empiric Antibiotic Rx, $0.01 
5214034,4086F Aspirin/Clopidogrel Rxd, $0.01 
5214035,4130F Topical Prep Rx Aoe, $0.01 
5214036,4131F Syst Antimicrobial Thx Rx, $0.01 
5214037,4158F Pt Cnsld Re Risks Oh Use, $0.01 
5214038,4187F Anti Rheum Drugthxpyrxd/Gvn, $0.01 
5214039,A4267 Contraceptive Supply Condom Male Ea, $-   
5214040,A4561 Pessary Rubber  Any Type, $-   
5214045,G8126 Pt Treat W/Antidepress12Wks, $0.01 
5214046,G8127 Pt Not Treat W/Antidepres12W, $0.01 
5214047,G8399 Pt W/Dxa Document Or Order, $0.01 
5214048,G8400 Pt W/Dxa No Document Or Orde, $0.01 
5214049,G8401 Pt Inelig Osteo Screen Measu, $0.01 
5214050,G8404 Low Extemity Neur Exam Docum, $0.01 
5214051,G8417 Bmi >=30 Calcuate W/Followup, $0.01 
5214052,G8418 Bmi < 22 Calcuate W/Followup, $0.01 
5214053,G8419 Bmi>=30Or<22 Cal No Followup, $0.01 
5214054,G8420 Bmi<30 And >=22 Calc & Docu, $0.01 
5214055,G8427 Doc Meds Verified W/Pt Or Re, $0.01 
5214056,G8428 Meds Document W/O Verifica, $0.01 
5214057,G8443 Prescription By E-Prescrib S, $0.01 
5214058,G8447 Pt Visit Doc Using Cchit Cer, $0.01 
5214059,G8476 Bp Sys <130 And Dias <80, $0.01 
5214060,G8477 Bp Sys>=130 And/Or Dias >=80, $0.01 
5214061,G8482 Flu Immunize Order/Admin, $0.01 
5214062,G8483 Flu Imm No Ord/Admin Doc Rea, $0.01 
5214063,G8484 Flu Immunize No Order/Admin, $0.01 
5214064,G8506 Patient Recv Ace Inhibitor/Arb Tx, $0.01 
5214065,G8509 Doc Pain Assess No Doc F/U Plan Rns, $0.01 
5214066,G8510 Neg Scr D Pt Not Elig F/U/Pln Doc, $0.01 
5214067,G8533 Par Phys/Oth Clin In Clin Rgstry, $0.01 
5214068,G8553 At Least 1 Rx Transmit Erx Sys, $0.01 
5214071,G8598 Aspirin/Oth Antithrombotic Tx Used, $0.01 
5214072,G8599 Aspirin/Oth Tx Not Used Reasn Nos, $0.01 
5214073,G8708 Pt Not Prescribed/Dispensed Abx, $0.01 
5214074,G8712 Antibiotic Not Prescribed/Dispensed, $0.01 
5214075,G8725 Fasting Lipid Profile Performed, $0.01 
5214076,G8730 Pain Assess Pos Tool F/U Plan Doc, $0.01 
5214077,G8731 Pain Assess Doc Neg No F/U Plan Rqr, $0.01 
5214078,G8734 Elder Maltx Scr Doc Neg No F/U Rqr, $0.01 
5214079,G8752 Most Recent Systolic Bp < 140Mm Hg, $0.01 
5214080,G8754 Most Recent Diastolic Bp < 90Mm Hg, $0.01 
5214081,G8783 Bp Scr Prfrm Rcmdd Defind Scr Intvl, $0.01 
5214082,G8802 Pregnancy Test Urine/Serum Ordered, $0.01 
5214085,G8924 Spirom Trs Dem Fev1/Fvc<60% Copd Sx, $0.01 
5214086,G8950 Prehtn/Htn Bp Doc Indcd F/U Doc, $0.01 
5214087,G8952 P-Htn/Htn Bp Doc F/U Not Rsn Not Gv, $0.01 
5214088,G8954 Cmpl Pt Data Rep Qual Clin Db Reg, $0.01 
5214089,G8967 Warfarin/Oth Orl Ac Fda Apprvd Prsc, $0.01 
5214090,G8968 Doc Med Rsn Not Prsc Warfarin/Oth, $0.01 
5214091,G8969 Doc Pt Rsn Not Prsc Warfarin/Oth Oa, $0.01 
5214092,G9226 Foot Examination Performed, $0.01 
5215006,HPV Vaccine, $977.75 
5215009,Destruction Of Skin Lesions T/A/L Lesion Dia 0.6-1.0, $260.00 
5219001,99024 Postop Follow-Up Visit, $0.01 
5219003,99201 New E/M Level 1, $50.75 
5219004,99202 New E/M Level 2, $76.00 
5219005,99203 New E/M Level 3, $116.75 
5219006,99204 New E/M Level 4, $198.00 
5219007,99205 New E/M Level 5, $253.75 
5219008,99211 Est E/M Level 1, $50.75 
5219009,99212 Est E/M Level 2, $76.00 
5219010,99213 Est E/M Level 3, $116.75 
5219011,99214 Est E/M Level 4, $198.00 
5219012,99215 Est E/M Level 5, $253.75 
5219013,99241 Outpt Consultation Lev 1, $50.75 
5219014,99242 Outpt Consultation Lev 2, $76.00 
5219015,99243 Outpt Consultation Lev 3, $116.75 
5219016,99244 Outpt Consultation Lev 4, $198.00 
5219017,99245 Outpt Consultation Lev 5, $253.75 
5219018,"99306 Nursing Facility Care, Init", $229.43 
5219019,"99308 Nursing Fac Care, Subseq", $87.55 
5219029,99381 Preventive Care New Pt. Age Less Than 1 Year, $116.75 
5219030,99382 Preventive Care New Pt. Age 1-4, $116.75 
5219031,99383 Preventive Care New Pt. Age 5-11, $116.75 
5219032,99384 Preventive Care New Pt. Age 12-17, $116.75 
5219033,99385 Preventive Care New Pt. Age 18-39, $116.75 
5219034,99386 Preventive Care New Pt. Age 40-64, $116.75 
5219037,99392 Preventive Care Est. Pt. Age 1-4, $116.75 
5219038,99393 Preventive Care Est. Pt. Age 5-11, $116.75 
5219039,99394 Preventive Care Est Pt. Age 12-17, $116.75 
5219040,99395 Preventive Care Est Pt. Age 18-39, $116.75 
5219041,99396 Preventive Care Est Pt. Age 40-64, $116.75 
5219043,Prev Counseling Ind 15Min, $101.50 
5219044,Prev Counseling Ind 30Min, $152.25 
5219045,Prev Counseling Ind 45Min, $203.00 
5219046,Prev Counseling Ind 60Min, $253.75 
5219048,G0402 Medicare Welcome Visit, $265.00 
5219049,G0438 Medicare Initial Well Visit, $365.00 
5219050,G0439 Medicare Subseq Well Visit, $250.00 
5420001,Ambulance Transportation, $-   
6100004,Mri Orbit Face Neck W/O," $3,092.25 "
6100005,Mri Orbit Face Neck With," $3,483.50 "
6100006,Mri Orbit Face Neck W/O &," $4,458.75 "
6100007,Mra Head With," $3,164.00 "
6100008,Mra Head W/O," $2,795.00 "
6100009,Mra Head W/O & With," $3,734.75 "
6100010,Mra Neck W/O," $2,669.00 "
6100011,Mra Neck With Contrast," $3,214.50 "
6100012,Mri Chest W/O," $2,578.25 "
6100013,Mra Neck W/O & With," $3,734.75 "
6100014,Mri Chest With," $2,770.00 "
6100015,Mri Chest W/O & With," $4,748.00 "
6100022,Mri Up Ext Oth Than Jt W&W/O," $4,458.75 "
6100027,Mri Lo Ext Oth Than Jt W&W/O," $5,230.75 "
6100032,Mri Abdomen W/O," $3,436.50 "
6100033,Mri Abdomen With," $3,589.75 "
6100034,Mri Abdomen W/O & With," $5,212.00 "
6100044,Mri Pelvis W/O," $3,589.50 "
6100045,Mri Pelvis With," $3,747.25 "
6100046,Mri Pelvis W/O & With," $4,638.25 "
6100060,Mri Tmj (S)," $2,805.25 "
6102003,Mri Lo Ext Any Jt W/O," $3,339.50 "
6102006,Mri Lo Ext Oth Than Jt W/Out," $3,175.25 "
6102007,Mri Lo Ext Oth Than Jt W," $3,379.00 "
6102012,Mri Lo Ext Any Jt With," $3,532.50 "
6102013,Mri Lo Ext Any Jt W/O & W," $5,212.00 "
6102019,Mri Upper Ext Any Jt W/O," $3,349.50 "
6102020,Mri Upper Ext Any Jt W&W/O," $4,257.25 "
6102028,Mri Up Ext Oth Than Jt W/Out," $3,349.50 "
6102031,Mri Up Ext Oth Than Jt W," $3,359.25 "
6102034,Mri Upper Ext Any Jt With," $3,359.25 "
6102040,Mra Chest With Contrast," $2,541.50 "
6102041,Mra Pelvis W/O Contrast," $1,406.50 "
6102042,Mra Lower Ext With Cont," $2,468.25 "
6102043,Mra Abdomen With Cont," $1,766.75 "
6102047,Mra Chest W/O Contrast," $2,149.75 "
6102048,Mra Chest W/O And With," $3,537.75 "
6102049,Mra Lower Ext W/O Cont," $2,415.25 "
6102050,Mra Lower Ext W/O And Wit," $2,600.00 "
6102051,Mra Abdomen W/O Cont," $1,522.50 "
6102052,Mra Abdomen W/O & With," $2,766.00 "
6102053,Mra Pelvis W/Contrast," $1,542.75 "
6102054,Mra Pelvis W/O & With Con," $2,396.25 "
6102055,Mri Breast W/Wo Contrast," $3,833.75 "
6102056,Magnetic Res Guide Needle," $1,522.50 "
6102057,Mri Both Breasts W/Wo Con," $4,749.00 "
6102059,Mri Breast W/O Contrast," $3,833.75 "
6102061,Mri Both Breasts W/O Cont," $4,749.00 "
6110007,Brain W/Brn Stem Wo Contr," $3,580.00 "
6111003,Mri Brain W/Contrast," $3,819.50 "
6111004,Mri Brain W & W/O," $5,571.25 "
6120017,Mri Cerv Spine Wo Contras," $3,436.50 "
6120052,Mri Thoracic Spine Wo Con," $3,480.50 "
6120055,Mri Lumbar Spine Wo Cont," $3,588.00 "
6121006,Mri Cervical Spine W Cont," $3,772.25 "
6121009,Mri Thoracic Spine W Cont," $3,772.00 "
6121012,Mri Lumbar Spine W Contra," $3,772.00 "
6123001,Mri Cerv Spine W/Wo Contr," $5,377.75 "
6123002,Mri Thor Spine W&Wo Contr," $5,377.75 "
6123003,Mri Lumb Spine W&Wo Contr," $5,550.50 "
6210502,Myelogram Tray, $-   
6212045,Stone Basket Cath, $-   
6212096,Accustick Introducer Set, $-   
6212120,3F/5Mm/40Cm Fogarty Cath, $-   
6342264,Epogen 10 000 Units," $1,131.80 "
6360076,Isovue 300 150Ml, $716.40 
6360077,Isovue 300 50 Ml, $251.50 
6360089,Isovue 370 100 Ml, $545.50 
6360090,Isovue 300 100 Ml, $491.55 
6360099,Gadolineum 15Ml, $31.66 
6360122,Doxurubicin Inj 10 Mg, $51.20 
6360123,Doxurubicin Inj 50 Mg, $35.84 
6360192,5 Tb Units Skin Test, $45.95 
6360289,Bicnu Inj 100Mg," $16,396.85 "
6360292,Blenoxane Inj 15 Units, $319.20 
6360354,Cerubidine Inj 20Mg, $343.38 
6360434,Cosmegen 0.5Mg Inj," $4,892.50 "
6360455,Cytosar 100Mg Inj, $45.80 
6360457,Cyclophosphamide 500Mg In, $408.74 
6360458,Cyclophosphamide 1000 Mg, $320.84 
6360504,Depo-Provera 150Mg Inj, $1.67 
6360509,Isovue 200M 20Ml, $28.60 
6360513,Isovue M 300 15Ml, $37.00 
6360514,Isovue 200 50Ml, $249.95 
6360592,Dtic 200Mg Inj, $42.03 
6360593,Dtic 100Mg Inj, $62.10 
6360682,Fluorouracil 500Mg Inj, $20.35 
6360689,Fudr 100Mg Inj, $736.16 
6360881,Factor Viii Recomb 1 Iu, $9.70 
6361011,Methotrexate 50Mg Inj 2Ml, $28.10 
6361012,Methotrexate 20Mg Inj, $12.61 
6361058,Mutamycin 5Mg Inj," $1,470.60 "
6361172,Vincristine 1Mg Inj, $39.25 
6361256,Platinol 50Mg Inj, $22.49 
6361257,Platinol 100Mg Inj, $22.49 
6361532,Thiotepa 15Mg Inj," $2,606.10 "
6361640,Vinblastine Inj, $24.04 
6361708,Anzemet 20Mg/Ml Inj, $162.75 
6361734,Vepesid 100Mg Inj, $1.28 
6361795,Cytosar 500Mg Inj, $314.79 
6361883,Zanosar 1000Mg Inj," $1,948.75 "
6361884,Lupron 1Mg/0.2Ml Inj, $47.83 
6361948,Mitomycin 20Mg, $749.69 
6362003,Novantrone 20Mg/10Ml, $568.69 
6362085,Ifosfamide 1 Gm Inj, $323.95 
6362086,Mesenex 200Mg, $111.60 
6362090,Carboplatin 450Mg, $31.94 
6362091,Carboplatin 150Mg, $35.50 
6362092,Carboplatin 50Mg, $51.35 
6362139,Lupron Depot," $4,686.10 "
6362201,Intron A 10M Units, $141.96 
6362330,Paclitaxel 30Mg Inj, $12.07 
6362575,Carnitine 1Gm/5Ml Inj, $184.85 
6362600,Palladium 103 Seed, $168.00 
6362601,Iodine 125 Seed, $106.25 
6362602,Iodine I-131 Cap 50 Mci," $1,776.75 "
6362603,Strontium 89," $9,460.00 "
6362605,Nm Indium-111 Zevalin," $8,378.75 "
6362606,Yttrium-90 Zevalin," $54,000.00 "
6362607,Cafcit Injection 20Mg/3Ml, $13.23 
6364219,Cytoxan 50Mg Tab, $39.95 
6364322,Emcyt 140Mg Cap (Stat), $-   
6364550,Methotrexate 2.5Mg Tab, $20.00 
6364750,Purinethol 50Mg Tab (Stat), $-   
6364886,Thioguanine 40Mg Tab, $-   
6364990,Leucovorin 5Mg Tab (Stat), $-   
6365238,Vp-16 50Mg Capsule, $467.05 
6366053,Isovue 370 150Ml, $754.65 
6366505,Low Osmolar Cont Per100Ml, $94.96 
6366507,Triamcinolone Acet Mdv In, $55.04 
6366509,Levofloxacin 250Mg Inj, $31.25 
6366510,Levofloxacin 500 Mg Inj, $22.83 
6366511,Levofloxacin 750 Mg Inj, $16.83 
6366512,Remifentanil 2Mg/5Ml Inj, $627.55 
6366513,Argatrobin 250Mg, $17.46 
6366514,Remifentanil 5Mg/10Ml Inj," $1,335.20 "
6366515,Dopamine/D5W 400Mg Inj, $6.13 
6366516,Pegaspargase 5Ml Inj," $58,986.20 "
6366517,Gadolineum 20Ml, $29.33 
6366519,Meningoccoccal Vaccine, $686.60 
6366520,Digoxin Immun Fab (Ovine)," $13,775.10 "
6366524,Decitabine 50 Mg Inj, $149.88 
6366525,Precedex 100 Mcg Inj, $235.85 
6366527,Abraxane 100 Mg 50 Ml, $50.49 
6366528,Hepatitis B Immune Globulin 5Ml V," $2,936.25 "
6366529,Ped Hydrocortisone 1Mg/Ml, $970.00 
6366530,Lup Dep Inj Per 3.75 Mg," $3,932.43 "
6366531,Natalizumab 300 Mg Inj, $64.44 
6366532,Amiodar 900Mg/50Ml Vl Inj, $2.37 
6366534,Vancomyc 1000Mg Vial Inj, $44.78 
6366535,Doxercalcif 4 Mcg/2Ml Inj, $225.56 
6366537,Epoprosten Diluent50Mlinj, $75.60 
6366538,Meperidine 10Mg/Ml Pca, $17.44 
6366539,Morphine 1Mg/Ml Pca, $46.85 
6366540,Hydromorphone 1Mg/Ml Pca, $18.78 
6366542,Desmopressin 4Mcg/Ml Inj, $83.06 
6366543,Pn Tham Iv-Syr, $874.24 
6366544,Thyroid 10 Mcg/Ml Inj," $2,800.62 "
6366546,Levetiracet 500Mg/5Ml Inj, $1.07 
6366547,Epirubicin 50 Mg Inj, $21.25 
6366548,Pn Sodbicarb 0.25Meq/Mliv, $50.30 
6366549,Haemoph B Conj Vacc (Mpc, $252.79 
6366550,Pneumococcal Vacc 13-Valen, $830.25 
6366551,Dtp/ Hepb/ Polio Vacc, $358.75 
6366552,Polio Inactivated Vacc, $167.70 
6366554,Rotavirus Vacc, $423.95 
6366555,Levothyrox 200Mcg/10Mlinj, $212.77 
6366556,Pn Hydralazine Iv-Syr, $67.00 
6366560,Sodium Citrat 4Prc 250Ml, $36.00 
6366562,Caspofungin 50 Mg Inj, $188.45 
6366563,Caspofungin 70 Mg Inj, $139.85 
6366565,Pegfilgrastim 6 Mg Inj," $23,688.40 "
6366566,Tigecycline 50 Mg Inj, $15.46 
6366567,Pn Syringe (Stat), $-   
6366568,Ns 0.9 Prc Pf 10Ml Inj, $9.70 
6366569,Mycophenoleate 180 Mg, $28.25 
6366570,Sirolimus 1 Mg, $79.30 
6366571,Unasyn 3 Gram Iv, $92.98 
6366574,Risperidone 25 Mg Inj," $1,028.40 "
6366575,Risperidone 37.5 Mg Inj," $1,930.35 "
6366576,Risperidone 50 Mg Inj," $2,056.70 "
6366578,Erythrocin 500Mg Adv Inj, $342.15 
6366580,Intranasal Liv Flu Vaccin, $171.63 
6366581,Renacidin 500Ml Irrg Sol, $195.30 
6366582,Abatacept Injection 250Mg, $152.81 
6366584,Pn Cellcept 200Mg/Mlsusp, $49.90 
6366585,N-Hep Lok .5Unit 2Ml Syr, $18.40 
6366586,Dextrose 5% Water (Aviva) 500 Ml (Stat), $-   
6366588,Contrast Isovue M200, $302.38 
6366589,Diltiazem 125Mg/25Ml Inj, $45.95 
6366590,Tetracaine 1Prc 2Ml Inj, $191.30 
6366591,Vancomycin 1 Grm Pb Inj, $83.70 
6366592,Ertapenem 1 Gram Inj, $280.58 
6366593,Azithromy 500Mg Advantinj, $50.40 
6366595,Reclast 5Mg/100Ml Inj, $320.80 
6366596,Infanrix Vacc 0.5Ml Inj, $111.75 
6366598,Pn Phenobarbit 10Mg/Mlinj, $89.30 
6366599,Sod Thiosulf 25Prc 50Ml, $452.00 
6366600,Mag Sulf 2Gm/50Ml Inj, $89.55 
6366601,Mag Sulf 1Gm/100Ml Inj, $27.60 
6366602,Cal Glu 1GM/NS 50Ml Inj, $98.70 
6366603,Cagluc 2GM/100ML NS Inj, $164.45 
6366604,Cytarabine 50Mg/5Ml Inj," $2,521.13 "
6366605,Zofran 4Mg/2Ml, $2.60 
6366606,Bortezomib 3.5 Mg Inj, $198.35 
6366607,Pn Linezolid Iv Syringe, $446.40 
6366608,Forteo Pen 20Mcg Inj," $3,497.35 "
6366609,Menactra Vacc, $629.50 
6366610,Epivir 10Mg/Ml Sol, $10.38 
6366611,Cefotaxi 2Gm/D5W 50Ml Pre, $73.55 
6366612,Rifampin Susp 50Mg/5Ml, $9.70 
6366613,Aztreonam 2Gm/ D5W 50Ml, $371.85 
6366617,Diprivan 1% 50Ml, $1.74 
6366618,Fersenius Propoven 1P 100, $144.99 
6366619,Testosteron 200Mg/1Ml Inj, $0.67 
6366621,Hyalgan10Mg/Ml 2Ml Inj, $511.67 
6366622,Lido/Epi Pf 2Prc 10Ml, $49.85 
6366623,Enalapr 1.25Mg/Ml 2Ml Inj, $62.76 
6366624,Novoseven Factor Viia 1M, $0.01 
6366625,Ferumox 510Mg Inj Nonesrd, $6.03 
6366626,Ferumox 510Mg Ing Esrd," $1,528.44 "
6366627,Lta Pre Attchd Kit Syring, $111.60 
6366629,Methadone 10Mg/Ml Liquid, $9.70 
6366630,Amiodarone 150 Mg Syringe, $130.86 
6366631,Lido Pf 1Prc 2Ml Inj, $12.68 
6366632,Lexiscan 0.4Mg/ 5Ml Inj, $322.60 
6366633,Im Adult Hep-A Vaccine, $351.40 
6366634,Romiplostim 250 Mcg/ 0.5M, $255.21 
6366635,Cefoxitin 1 Gm / 20Ml Inj, $52.20 
6366636,Arsenic Trioxid 10 Mg Inj, $262.68 
6366637,Hep 10 000 Units/Ml5Mlinj, $2.63 
6366639,Eph /0.9 Ns 5Mg/Ml5Ml Syr, $53.70 
6366640,Cytarabine Hcl 2 Gram Inj, $6.20 
6366641,Pn Cefepime 40Mg/Ml Inj, $20.35 
6366643,Lido 1 % Amp 2Ml Inj, $4.85 
6366644,Vpriv 400 Units Sdv Inj," $1,478.25 "
6366646,Ketamine/0.9Prc Ns Syr, $54.65 
6366647,Ranitidine 50Mg/2Ml Inj, $11.28 
6366648,Hep-Lok 100 U/Ml 5Ml Inj, $0.19 
6366649,Lupron Depot 3.75 Mg Kit," $3,932.40 "
6366653,Norephinephrine 4Mg/250Ml," $3,079.70 "
6366654,Secretin Human 16Mcg/10Ml, $94.45 
6366655,Succinylcholine 100Mg/5Ml, $15.58 
6366657,Dornase 2.5Ml Inhalation, $195.16 
6366658,Temsirolimus 25Mg/ Ml Inj, $211.76 
6366659,Humate-P Iu Unit Inj," $3,460.20 "
6366660,Ropivacaine 5Mg/Ml 20Ml, $0.81 
6366661,Etanercept 50 Mg/Ml Inj," $2,669.50 "
6366662,Hylurndase 1.2Ml Vial Inj, $1.73 
6366663,Cftraxne 2Gm/D5W 50Ml Bag, $507.58 
6366664,Daptomycin 500Mg Vial, $3.90 
6366665,Nitro/D5W 100Mcg/Ml 25 Ml, $9.70 
6366666,Clndmycn 900Mg/50Ml Bg Ij, $118.95 
6366667,Lacosamide 200Mg/20Ml Inj, $1.54 
6366668,Dilaudid Hp 10Mg/Ml Inj, $6.78 
6366669,Bendamustine 25Mg Inj, $114.33 
6366670,Bendamustine 100Mg Inj, $103.38 
6366671,Vancomycin Hcl 500 Mg Inj, $48.50 
6366672,Vanco Pmx 750Mg/150Ml D5W, $44.93 
6366674,Pn Levetiracetam5Mg/Ml Iv, $10.38 
6366675,Pn Fosphenytoin 8Mg/Ml Iv, $159.90 
6366676,Darbepoetin 100Mcg/0.5Ml, $32.62 
6366677,Diltiazem 25Mg/5Ml Sdv In, $14.80 
6366678,Synvisc Syringe, $126.53 
6366679,Contrst Isovu 200-299 1Ml, $1.41 
6366680,Rasburicase 1.5 Mg Inj," $1,122.38 "
6366681,Rasburicase 7.5 Mg Inj," $1,075.63 "
6366682,Propranol Ped0.1Mg/Ml Inj, $46.50 
6366683,Oxy 30 Units/Lr 500Ml Inj, $234.85 
6366684,Nebcin 40Mg/Ml Multi-Dose, $9.70 
6366685,Methylprednisolne 2Gm Inj, $23.67 
6366686,Labetalol 20Mg Prefil Syr, $36.75 
6366687,Gemcitabine 200Mg Inj, $67.00 
6366688,Ceftazidime 2Gm Addvan Vl, $21.61 
6366689,Tranexamic 100Mg/Ml 10 Ml, $290.65 
6366691,Ranitidine 2Mg/Ml(Ped) Iv, $11.28 
6366692,Fentanyl 50Mcg/Ml 2Ml Syr, $55.80 
6366693,Fentanyl 50Mcg/Ml 2Ml Vl, $13.96 
6366694,Ceftazidime 1 Gm/50Ml Iv, $30.03 
6366695,Paliperidone 234Mg/1.5Ml, $37.27 
6366696,Mag Sulf 20Gm/Lr 500Ml Iv, $64.05 
6366697,Heparin 10000U/Ml 4Ml Inj, $1.29 
6366698,Panitumumab 20Mg/Ml 20Ml, $477.36 
6366699,Panitumumab 20Mg/Ml 5Ml, $477.36 
6366700,Ceftaroline 600Mg/20Ml Nj, $12.90 
6366701,Contrast Material Vcug, $172.05 
6366702,Levofloxacin 25Mg/Ml 30Ml, $92.05 
6366703,Levofloxacin 25Mg/Ml 20Ml, $104.03 
6366704,Lidocaine 1Prc 20Ml Vial, $0.50 
6366706,Midazolam 1Mg/Ml Syringe, $39.30 
6366707,Eculizumab 300Mg/30Ml Inj, $831.03 
6366708,Octreotide 0.05 Mcg/Ml Sy, $157.56 
6366709,Lidocaine 1Prc 30Ml Sdv, $1.91 
6366710,Levothyroxine 100 Mcg Inj, $589.20 
6366711,Doxercalcife 2 Mcg/Ml Inj, $21.20 
6366712,Lorazepam 50Mg/50Ml Ns, $16.57 
6366713,Ustekinumab 45Mg 0.5Ml, $795.26 
6366714,Ofirmev 10Mg/Ml Inj, $1.98 
6366715,Dobutamine 30Mg/30Ml Peds, $138.08 
6366716,Dopam/D5W1.6Mg/Ml30Mlpeds, $0.97 
