"Victor Valley Global Global Medical Center
OSHPD No. 106361370
Chargemaster 06-30-2018",,,,,,
CDM#,CDM Description,Facility,gl_account_id,Rev Code,Price,CPT/HCPCS
DES33,DESITIN OINTMENT 120 GM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,20,
DES50,DESFERAL 500MG/VIAL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,72,J0895
DEX25,DEXTROSE 25% 10ML SYRINGE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,258,0,
DEX50,GLUCOSE 50CC VIAL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,44,
DEX51,DEXTROSE 50ML INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,25,
DEX52,DEXTROSE 5% GLASS,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,258,130,
DEX71,D-5-W 50ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX72,DEXTROSE 5% 100ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX73,D-5-W 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX74,D-5-W 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7060
DEX75,D-5-W 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7070
DEX79,DEXTROSE 10% 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX80,D-10-W 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX81,D-10-W 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX82,DEXTROS 10% 500ML/1000ML BAG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX84,DEXTROS 20%500ML W/PARTIAL FIL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX85,D-20-W 500ML 0038-0030-03,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX95,D-50-W 500ML 00074-1536-03,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DEX97,IV-DEXTROSE 70% 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DHE50,DHE-45 INJ 1MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,190,J1110
DIA06,DIAMOX TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DIA50,DIAMOX INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,258.75,J1120
DIC01,DYNPEN PATHOCIL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DIC22,DICLOFENAC 2.5 ML 10%,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,224,
DIF01,DIFLUCAN TAB 100MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,43.75,
DIF10,DIFLUCON SUSP 10MG/35MIL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,179,
DIF72,INJ FLUCONAZOLE 200MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,93.25,J1450
DIG50,DIGIBIND 40MG INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,3654,J1162
DIL01,DILANTIN INFATAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DIL03,DILANTIN CAP,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DIL11,DILANTIN SUSP,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,9.75,
DIL50,INJ PHENYTOIN SODIUM PER 50MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,25,J1165
DIL51,INJ PHENYTOIN SODIUM PER 50MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,25,J1165
DILET,DILATERIA/CERVICAL DILATERIA,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,55,
DILMT,DILATERIA/CERVICAL DILATERIA,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,55,
DILTH,DILATERIA/CERVICAL DILATERIA,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,55,
DIO80,DIOVAN 80MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,13,
DIP31,DIPROLENE AF .05% CR,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,37.5,
DIP50,DIPH-TET ADSORBED PED 0.5 ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,69,90702
DIP51,DIPRIVAN 200MG INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,37.5,J3490
DIP99,PROPOFOL 1.00% 20ML DIPRIVAN INJ COMPND,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,47,J2704
DIT01,DITROPAN TAB 5GM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DNS70,D-5-0.2%NS 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS72,D-5-0.9%NS 1000ML X2,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS73,D-5-0.45% NS 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS74,50\.9NACL 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS75,DEXTROSE 5% IM NS,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS76,DSW\0.45%NACL RCL20MEQ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS77,DSW\0.45%NACL KCL 30MEQ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DNS80,DEXTROSE 10%-0.2 SALINE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
DOB50,DOBUTAMINE 250 MG/1000MCG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,52,J1250
DOB51,DOBUTREX INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,25,J1250
DON01,DONNATOL TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DON11,DONNATAL ELIXIR 5CC,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DOP05,P-DOPAMINE 200MG/5mL INJ-00409-5820-01,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,25,J1265
DOR01,DORZOLAMIDE OPHTH SOL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,344.25,
DOR50,INJ DORIPENEM 10MG (DORIBOX),VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,234,
DOXAP,DOXAPRAM 20 ML INJEC,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,487,
DRI20,VITAMIN D 50 000U CAP,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,11,
DUL01,DULCOLAX TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DUL20,DULCUOLAX SUPP,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
DUNEB,DUO NEB 3ML TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,11,
E5019,PEDIATRIC BREATHING CIRCUT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,43,
E5020,CIRCUIT ANESTH 72  EXPAND  CSTM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,29.19,
E5021,CIRCUIT ANETH PED CSTM LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,42.72,
E5022,CIRCUIT ANESTH ADLT LTX NS,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,28.98,
E5039,ANES MASK NEONATE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,38,
E5040,TRAY CONT EPIDURAL ANES,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,88.55,
E5041,MASK INFANT FACE ANESTHESIA,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,10.1,
ECO03,ECOTRIN TAB 81MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
EDE25,ETHACRYNIC ACID 25 MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,107.25,
EES13,ERYTHROMYCIN SUSP 40MG   SIZE 100ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,47,
EFF02,EFFEXOR SR CAP 75MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,11,
EFF04,EFFEXOR XR CAP 37.5MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,22.25,
EFF05,EFFEXOR  25MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,9.75,
EFI05,P-EFFIENT (PRASUGRELl) 5MG TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,62.29,
ELA01,ELAVIL\ENDEP TAB 10MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
ELA02,ELAVIL\ENDEP TAB 10MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
ELI05,ELIQUIS (APIXABAN) 5MG TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
ELI29,P-ELIQIUS 2.5MG TAB (APIXABAN),VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
ELI30,PERMETHRIN CR 60GR,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,146.25,
ELIDL,ELIDEL CREAM 1% 30GM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,445,
ELO30,ELOCON CREAM 0.1%,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,133.75,
EMLAZ,EMLA CRAM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,229.25,
ENLIV,ENLIVE 8.1 OZ LIQUID FORM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,637,7,
ENS90,ENSURE RTU 8OZ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7.75,
ENS91,ENSURE PLUS RTU 80Z,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,9,
ENT24,P-ENTRESTO 24/26 mg,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,32.2,
ENT51,P-ENTRESTO 49/51 mg,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,32.2,
EPH50,EPHEDRINE 50MG INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,25,
EPI51,EPINEPHRINE 0.1MG/ML 10ML SYRINGE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,25,
EPIKIT,EPIDURAL KIT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,0,
EPO50,INJ EPOETIN ALFA NON-ESRD 1000U,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,176.25,J0885
EPO51,INJ EPOETIN ALFA NON-ESRD 1000U,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,881,J0885
EPV01,EPIVIR 150MG TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,36.75,
ERY03,ERY TAB 250MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
ERY51,INJ ERYTHROMYCIN 500MG VIAL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,73.75,J1364
EST54,ESTRADEEM/ESTRADIOL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,49.25,
EST55,ESTRADIOL TAB .05MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
ET055,AMIDATE 2MG ML INJECTION,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,68.5,
ETH50,ETHANOLAMINE 5% INJ-2ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,810.75,J1430
EUC31,EUCERIN/DERMACERIN CREAM 240GM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,23,
EVI01,EVISTA TAB 60 MG RALOXIFENE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,17,
EXE01,EXELON CAP 3MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,20.75,
11-Feb,P-FEBUXOSTAT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,41.35,
FEL02,FELDENE CAP 10MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FEN12,P-FENTANYL 12 mcg/HR,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,134.85,
FEO01,FEOSOL GENERIC,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FER11,FERANCEE-HP TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FER13,FER-IN-SOL DROPS 50ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,23,
FER99,FERRIC SUB SULFATE 8ML MONSEL SOLUTION,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,85.5,
FIO20,FIORICET TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FLA01,FLAGYL TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FLA02,METRONIDAZOLE TAB 500MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FLA70,FLAGYL IV RUT 500UG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,25.5,
FLEC1,TAMBACOR 100MG TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,17.07,99070
FLO01,FLORINAL TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FLO11,FLOVENT INH 110MCG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,748,
FLO12,FLOMAX CAP 0.4GM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,21.25,
FLO22,FLUTICASONE HFA 110 MCG 1 PUFF,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,637,7,
FLO23,FLUTICASONE HFA/FLOVENT 220 MCG 1 PUFF,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,9.75,
FLO42,FLOYENT INHALE 220MCG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,1161.75,J7644
FLO55,FLUTICASONE NASAL SPRAY 400 MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,134.25,
FLU41,DIFLUCAN IV INJECT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,66,J1450
FLU42,FLUOR-I-STRIP 1MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7.12,
FLU58,INFLUENZA VACC ADLT 0.5ML INJ FLUVIRIN,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,67.5,
FLU59,INFLUENZA VACC PEDIATRIC 0.25ML INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,67.5,90657
FLUAR,FLUARIX INFLUENZA VACCINE 0.5 ML INJEC,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,75,90656
FOL01,FOLIC ACID TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,7,
FOL51,FOLIC ACID INJ 5MG/CC,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,111.25,
FOS01,P=FOSAMAX TAB 10MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,14.75,
FOS70,FOSAMAX 70MG TAB,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,102.5,
FUN50,FUNGIZONE IV 50MG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,122.5,J0285
G1001,SET  RT VENTILATOR,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,14.55,
G1250,NON VENTED PRIMARY SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,40,
G3036,SOLUTION 345% 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,258,9.5,
G5005,EXTENSION IV SET 2 INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,36.4,
G6001,IV SOL 5%DEX 205ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7060
G6002,IV-5%DEX INJ 500 ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7060
G6003,IV-SOL 5%DEX INJ 1000ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7060
G6004,IV-SOL 5%DEX P 50ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7060
G6005,SOL 5%DEX 100ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,258,130,J7060
G6006,IV-DEXTROS 20% (D20),VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6007,SOL 10%DEX 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6008,O-SOL 10%D INJ ACU 1L*,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6009,IV S2B0174 D10W/500ML BAG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6010,IV-D50W 500ML/1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6012,IV-SOL .9%NACL 5%DEX 1000ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7042
G6013,IV-SOL .45%NACL 5%DEX 500ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6014,IV-SOL .45%NACL 5%DEX 1000ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6015,IV-SOL .20%NACL 5%DEX 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6016,IV-SOL 5%DEX .20%SOD CHL 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6017,IV SOL .9%NACL 50/0 LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6018, IV SOL .9%NACL PAB 100/150,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6019,IV SOL .45%NACL 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,250,130,
G6020,IV SOL .9%NACL INJ 500ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7040
G6021,IV SOL .9%NACL INJ 1000ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7030
G6022,IV SOL LAC RINGERS 5%DEX 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6023,IV SOL LAC RINGERS 5%DEX 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7120
G6024,IV-LAC RINGERS 500ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7120
G6025,IV SOL LAC RINGERS INJ 1000ML LTX,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7120
G6026,SET IV EPIDURAL 60 DROPS,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,17.3,
G6027,SET BLOOD  Y,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,33.33,
G6028,SET TRANSFER MULTI ADD,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,17,
G6029,CLAMP NUTRI,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,4.2,
G6030,SET TRANSFER,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,13.5,
G6031,KIT AIRLIFE PREFILL NEBULIZE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,16,
G6033,WATER 1000ML/RESPIRATORY,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,410,9.6,
G6034,CONTAINER EMPTY 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,270,19.4,
G6035,IV SOL 5%DEX INJ 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7060
G6046,IV-DEXTRAN,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7110
G6053,IV-AMINOSYN,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6054,IV SEVAC CONTAINER 2000,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,34.5,
G6055,CONTAINER EVAC 1L,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,21,
G6057,STD ADM IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,83.7,
G6058,INTERLINK BASIC SOL IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,83.7,
G6059,PRIMARY/VENTED LV IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,39.2,
G6060,MICRO DRIP TUBING,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,28.16,
G6061,EXT IV SET 32L,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,270,83.7,
G6065,IV SET CONTINOUS FLOW SITE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,78.2,
G6066,SET PUMP ULTRASIZE 60DRP,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,14,
G6067,BURETROL IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,83.7,
G6070,IV SET INTERLINK SEC MED,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,42,
G6075,IV SET-BLOOD AMD SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,89.6,
G6076,BLOOD ADM IV SET Y-TYPE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,78.2,
G6081,CYSTO BLADDER IRRI IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,42,
G6082,TUR ADM IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,83.7,
G6083,TRANSFUSION FILTER IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,156.5,
G6086,PUMP BLOOD IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,110,
G6087,IV-IRR SOL H2O 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,130,
G6088,IV-IRR SOL H2O 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,272,130,
G6089,IV-IRR SOL H20 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,270,130,
G6090,IV-IRR SOL H20 1500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,130,
G6092,IV-IRR SOL NACL 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,270,130,
G6093,IV-IRR SOL NACL 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,270,130,
G6094,IV-IRR SOL NACL 15OOML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,130,
G6095,IV-IRR SOL H20 3000MLP,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,130,
G6096,IV S2B5013 DEXTRAN 70,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,258,254.3,
G6106,EXT IV SET W/22 MIC,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,83.7,
G6107,ACCUDOT IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,78.2,
G6118,IV SOL .9%NACL INJ 250ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7050
G6122,TUBE GASTROSTOMY,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,34.1,
G6123,IRR S2F7154 LR IRR 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,188.5,
G6125,IV-IRR SOL 0.9 NACL 3000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,270,130,
G6132,IV-SOL IV 250ML DS/0.25%,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6133,HALF IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,78.2,
G6136,PUMP IV SET BURETROL 150ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6141,IV-IRR SOL GLYCINE 3000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,67.25,
G6155,LAC RINGERS IRRIGATE 3000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,270,61,
G6162,IV-BS 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,476.35,
G6163,IV S2B1063P 5D.9NACL500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,J7042
G6167,LEUKOCYTE FILTER IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,194.4,
G6182,NITROCLYCERIN IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,182.92,
G6183,NEEDLE W/18G IV SET,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,39.2,
G6187,IRR S287357 SORBITAL UROL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,7,
G6188,IV SOL 10%DEX INJ BAG,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6189,IV SOL .45%NACL 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6190,IV-ACL 10%/5% DEXTROSE 1000ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,258,130,
G6191,IV-NACL 3% 500ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4711,250,130,
G6506,GLIDEWIRE CATH STRAIGHT 100,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,236,
G6634,INTERLINK INJECTION SITE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,40,
G6637,CLAVE CONNECTOR,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,41.7,
G6638,CLAVE SINGLE SPIKE ACCESS,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,46.8,
G6639,CLAVE EXT SET  DUAL PORT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,272,61.9,
G6640,CONNECTOR T 4  REM CLAVE,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,14,
G6641,CLAVE 4  CONNECTOR,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,39.1,
G6642,CONN T 6,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,21,
G6643,IN-LINE BURETTE 150ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,76.5,
G9211,BLOOD SET 170 MICRON,VICTOR VALLEY GLOBAL MEDICAL CENTER,4470,270,29.75,
GAD10,GADOBUTROL (GADAVIST) 10MMOL/10ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,254,170,A9585
GAM52,IMM GLOBULIN 6GR INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,143.75,J1566
GAR30,GARAMYCIN CREAM,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,20,
GAR31,GARMYCIN OINT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,47.75,
GAR40,GARAMYCIN OPH OINT,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,98.5,
GAR41,GARAMYCIN OPH SOLN,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,250,41,
GAR51,GENTAMICIN INJ,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,26.5,J1580
GAR52,GENTAMINICIN PED 20MG\2ML,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,25,J1580
GAS48,GASTROGRAFIN 30ML 66-10% DIATROZO MG ORL,VICTOR VALLEY GLOBAL MEDICAL CENTER,4710,636,138.5,Q9963
